7,20,41,6;3,20,64,10;47,30,80,1;28,60,124,1;47,90,166,5;5,90,210,1;21,90,261,24;23,100,122,1;11,130,200,27;22,160,237,8;32,170,220,1;17,180,227,10;31,210,257,35;21,230,283,8;49,260,283,7;
12,30,79,8;36,50,98,49;40,60,133,21;35,70,113,1;34,80,127,2;45,90,117,32;46,100,124,8;17,100,151,6;41,110,184,12;16,120,145,60;13,140,165,2;1,160,237,90;24,180,259,9;19,200,224,28;36,200,276,14;
47,20,70,7;1,40,87,18;16,60,108,10;10,70,129,8;47,100,149,1;34,110,134,1;25,140,210,18;44,140,238,25;24,140,311,18;18,160,187,110;7,180,258,24;22,200,274,4;26,230,301,10;32,240,304,16;19,270,292,7;
30,0,68,20;21,0,115,8;7,20,98,66;2,50,126,4;8,60,129,21;17,80,154,14;34,90,161,4;47,110,155,16;6,110,202,18;15,110,277,9;50,110,302,96;42,130,150,10;12,160,184,8;41,170,234,18;19,190,212,28;
40,10,35,42;13,30,78,6;7,30,160,60;28,30,182,18;8,60,112,14;2,80,149,6;43,80,215,6;14,100,156,40;13,110,180,6;15,130,152,27;24,160,210,36;7,190,240,6;39,220,288,24;40,250,320,7;3,280,353,65;
3,0,49,15;49,30,110,14;44,40,65,30;30,50,73,1;32,80,105,48;9,100,167,1;22,120,193,8;2,150,197,3;47,160,183,6;1,180,204,36;49,190,237,35;24,220,269,9;49,250,300,7;6,270,318,9;10,280,354,4;
24,20,94,36;6,50,96,54;7,60,109,24;8,80,121,189;30,90,139,15;4,110,134,1;33,110,155,24;32,140,165,8;17,140,239,26;7,170,192,24;16,190,259,120;9,220,246,16;14,230,301,92;25,230,349,3;11,250,274,27;
5,0,22,6;30,10,85,10;2,40,63,1;5,50,76,6;26,80,133,130;16,80,206,40;38,80,280,18;22,100,178,8;23,130,175,16;20,130,217,16;33,130,270,4;46,150,222,6;30,150,246,15;24,150,270,18;2,170,194,4;
18,30,96,90;32,30,171,16;43,60,125,12;23,90,142,2;38,110,155,9;5,130,176,6;49,130,256,42;30,130,301,15;20,140,163,4;35,150,220,200;34,150,300,12;3,180,204,10;7,180,274,12;46,190,253,50;32,200,251,176;
13,20,45,12;48,40,88,12;9,60,101,16;46,80,149,8;22,110,155,4;50,120,191,1;35,130,179,24;23,140,208,10;45,160,205,16;20,180,205,12;6,200,228,36;32,230,252,8;3,230,298,55;48,260,330,12;17,260,353,8;
50,30,55,24;49,50,75,7;38,70,95,9;45,80,105,104;48,80,173,54;38,100,170,36;8,110,131,35;44,140,192,50;10,170,246,12;33,190,239,4;14,220,290,20;7,250,297,12;40,260,336,7;26,280,325,10;25,300,325,12;
33,10,84,16;16,30,51,110;7,60,85,6;29,70,116,48;19,90,157,42;41,120,175,48;18,140,207,10;35,150,175,32;10,180,225,24;50,190,209,280;26,190,290,10;31,190,339,70;3,190,408,55;8,200,223,1;30,220,292,5;
23,30,102,1;20,50,75,12;13,80,131,4;50,110,165,56;30,140,188,25;34,150,199,12;32,160,236,8;22,190,243,4;24,220,270,18;45,230,277,32;27,230,351,21;10,240,316,16;28,250,273,36;20,270,319,4;8,280,348,70;
46,0,46,12;9,30,76,208;20,60,107,12;38,90,141,54;16,90,163,10;31,90,206,40;43,90,278,12;9,90,327,32;32,100,155,112;5,120,150,24;45,150,203,24;4,160,182,27;36,180,230,42;3,190,265,45;13,200,225,4;
48,20,93,42;35,30,103,40;22,30,150,20;7,60,123,18;8,60,143,21;33,90,164,36;36,120,195,14;6,120,223,36;46,120,265,2;5,150,199,3;37,150,245,18;20,160,228,32;14,160,250,4;31,180,227,1;15,180,269,9;
46,30,102,8;50,60,80,24;31,70,144,5;1,90,163,63;25,120,189,9;36,130,155,49;24,160,213,18;8,160,280,56;16,190,212,40;21,190,258,48;36,200,247,14;5,220,245,6;4,250,273,9;9,270,345,40;42,270,389,80;
36,10,59,28;6,20,45,1;28,40,111,30;10,70,121,16;11,80,156,18;45,110,136,1;25,120,145,3;48,120,184,12;27,140,188,51;9,140,262,8;33,160,210,4;19,160,283,1;40,170,191,7;22,170,215,24;6,190,239,18;
36,10,33,7;6,40,61,18;18,70,147,30;48,80,151,12;35,100,124,16;46,110,136,1;29,110,156,8;47,140,188,1;31,140,238,5;41,160,189,102;18,190,265,20;36,190,338,21;26,210,240,5;43,210,292,30;41,210,337,30;
18,10,57,30;10,40,89,12;45,40,113,112;46,70,102,10;2,70,128,2;40,100,171,7;17,100,240,6;21,110,183,56;33,120,167,8;29,150,222,24;30,170,221,15;28,170,245,36;26,170,272,70;14,180,243,24;16,210,256,10;
36,0,75,14;29,10,35,8;20,10,81,8;13,10,152,12;18,10,175,20;22,30,79,8;45,50,73,24;25,60,85,12;26,90,114,25;48,110,159,12;33,120,143,20;3,150,176,35;21,160,203,32;34,170,217,2;7,170,265,30;
38,20,42,54;41,30,52,72;33,30,76,16;21,60,132,88;23,60,156,7;18,80,158,490;35,110,134,8;13,120,183,10;12,140,184,4;50,170,194,24;20,170,265,12;32,200,270,8;3,210,253,1;48,220,290,24;46,240,295,12;
30,20,95,1;28,50,81,78;37,50,129,81;15,60,88,9;44,70,119,10;5,100,149,3;34,130,181,4;25,160,233,3;31,160,264,1;48,180,226,6;27,190,265,9;42,200,226,20;9,200,274,128;44,230,283,45;11,240,293,18;
18,0,67,20;16,20,73,50;28,40,117,66;12,50,97,24;9,80,102,24;40,80,150,14;6,110,162,1;9,130,204,64;30,160,231,60;4,190,259,18;27,220,245,27;11,220,267,54;20,220,312,52;19,220,336,42;46,230,302,16;
21,0,48,16;4,10,33,54;14,40,106,24;30,50,72,5;21,70,141,8;36,90,111,28;14,120,190,84;5,130,202,24;47,150,199,2;1,150,275,54;6,180,227,9;36,210,253,1;34,240,292,4;6,260,308,180;7,260,360,12;
50,10,53,32;40,20,91,7;31,30,84,30;22,30,108,8;24,50,72,9;38,50,95,9;19,50,118,14;5,60,107,27;32,90,136,56;27,100,127,6;46,100,148,2;6,110,133,27;47,120,164,4;1,150,200,9;22,180,232,4;
10,30,102,32;43,50,74,30;16,50,96,870;11,50,146,36;41,70,95,66;25,70,119,3;19,80,101,14;8,80,146,7;15,90,132,18;45,100,123,24;12,120,170,4;42,140,183,20;2,150,170,1;21,180,205,32;47,210,255,14;
35,10,81,128;50,40,86,1;47,50,80,1;21,50,129,48;2,60,106,6;46,60,155,2;4,90,163,72;41,120,191,6;18,150,174,20;18,180,255,20;36,190,267,28;12,190,314,1;35,200,243,24;44,210,278,80;11,220,295,63;
3,30,49,5;27,60,86,3;48,90,138,12;39,120,173,3;17,130,174,32;12,130,252,28;24,130,295,90;41,140,200,12;26,140,251,30;42,170,198,20;35,170,273,8;8,200,249,7;3,200,322,1;11,200,341,9;27,220,241,3;
23,0,21,2;38,20,65,9;41,20,91,18;47,30,79,2;14,30,107,12;48,40,92,12;3,50,72,1;29,80,132,24;39,90,155,9;8,110,154,7;37,140,186,9;17,140,253,2;4,150,200,18;23,160,234,1;15,170,243,27;
46,20,44,8;26,30,112,10;43,60,86,1;8,90,142,14;35,120,192,8;44,120,266,35;41,130,194,12;47,160,233,2;37,190,260,36;10,210,261,20;34,240,288,22;25,250,271,6;48,270,291,24;4,290,364,36;5,310,332,24;
45,10,75,72;34,40,66,4;38,50,75,18;49,80,155,7;30,100,145,50;23,130,197,3;3,140,212,15;13,150,193,2;46,150,262,8;28,160,235,18;7,190,234,24;26,190,281,5;17,210,278,2;2,210,327,1;4,240,289,36;
25,20,42,21;34,40,106,4;43,40,130,18;15,70,139,9;44,90,142,10;22,120,194,4;14,140,166,16;19,170,246,56;16,180,229,20;20,180,293,44;45,190,238,24;29,210,273,24;14,210,300,24;39,220,268,24;34,240,307,4;
23,10,91,4;21,20,91,16;33,20,115,44;30,50,121,25;25,60,135,3;28,70,98,18;15,90,160,36;19,100,124,7;11,100,194,279;27,120,186,6;5,130,154,39;10,130,176,8;37,130,220,18;24,150,170,1;23,170,220,11;
21,30,100,96;45,30,150,16;6,60,100,63;20,90,114,24;2,120,145,1;10,120,163,16;14,120,203,16;19,140,213,21;45,160,206,80;11,190,265,45;16,200,247,10;45,210,285,72;31,230,301,5;28,260,327,6;12,290,341,20;
8,30,55,28;10,30,99,4;22,30,148,40;46,30,171,12;25,60,81,15;30,60,132,5;17,90,167,42;18,90,214,40;2,110,133,2;16,130,151,100;9,140,192,24;21,170,195,8;38,190,266,72;50,190,337,40;6,210,258,9;
1,30,74,9;13,40,113,4;38,60,107,18;45,80,103,16;1,90,140,180;17,90,183,8;37,100,173,72;36,130,200,35;34,140,187,10;3,150,198,10;20,180,229,4;26,200,275,60;19,220,244,56;34,220,314,40;28,240,282,24;
29,20,71,8;44,50,115,25;6,70,97,27;5,80,154,54;36,110,130,1;23,110,206,3;8,110,282,42;24,110,355,36;48,140,185,6;32,150,217,56;25,170,214,36;47,170,266,1;35,200,255,112;50,210,260,16;5,230,297,3;
39,10,78,3;46,10,125,10;5,20,36,6;50,50,102,24;46,70,143,4;11,80,131,36;3,90,162,5;20,90,183,28;45,110,132,80;1,140,164,54;18,160,209,20;34,160,261,6;25,190,239,24;20,210,273,24;5,230,305,9;
17,30,101,8;34,30,177,4;31,30,250,20;39,50,76,3;7,60,84,12;5,80,132,3;19,110,158,14;7,140,169,6;33,140,194,24;14,160,184,48;43,190,217,24;47,200,244,7;16,230,280,100;45,250,273,32;45,280,350,24;
15,0,20,18;43,20,82,6;46,20,127,6;32,50,99,1;38,80,123,1;15,100,147,18;24,100,209,1;26,110,157,40;20,130,153,4;12,140,165,44;25,170,246,12;37,190,257,9;10,210,258,32;13,240,285,2;33,250,297,52;
1,10,78,126;34,30,97,4;8,40,66,7;3,70,95,15;14,100,122,4;43,120,171,48;29,130,155,144;25,140,194,9;5,170,215,9;15,200,244,9;8,230,281,1;11,250,300,9;24,270,293,9;1,270,367,18;49,280,350,21;
50,20,42,96;3,50,95,15;45,60,105,8;34,70,143,4;8,90,116,21;16,90,185,10;28,120,194,12;27,120,213,3;20,120,286,4;38,150,176,45;26,170,235,15;19,190,239,7;28,220,289,12;36,230,305,7;40,240,260,63;
17,30,82,14;47,40,68,10;3,40,116,20;21,40,138,16;44,70,148,5;5,80,109,9;33,80,160,36;38,80,241,63;30,110,184,15;28,130,155,36;37,160,229,9;44,160,278,5;50,160,327,40;43,190,259,1;22,220,289,36;
41,30,74,12;8,50,118,28;47,50,190,1;2,70,142,1;3,80,102,10;48,80,147,36;9,100,155,24;39,120,145,3;22,130,200,16;12,140,169,4;12,170,239,44;3,200,226,30;49,230,251,70;38,240,318,18;10,250,276,64;
38,20,82,27;25,40,64,51;47,40,133,1;43,70,119,30;21,90,113,1;48,90,160,6;13,110,161,14;42,130,177,60;9,130,204,16;45,150,223,24;47,150,293,4;32,150,316,120;41,160,184,24;16,190,239,80;43,200,254,36;
20,20,89,4;11,40,65,9;12,40,113,4;47,60,79,2;32,90,138,8;3,100,124,20;44,100,148,25;4,130,197,54;31,150,203,40;20,160,211,1;18,190,231,20;21,210,283,80;26,220,268,10;36,250,274,21;24,260,337,54;
17,10,85,1;21,30,54,424;48,30,99,18;29,50,127,24;18,70,154,10;25,90,140,18;6,120,186,1;14,140,164,24;3,160,231,55;22,190,239,24;42,210,278,70;41,220,242,12;10,220,308,8;46,240,267,4;35,250,323,72;
25,20,72,6;27,20,121,3;50,20,169,32;34,30,102,18;14,30,150,1;36,40,64,56;42,40,109,10;8,70,120,105;9,100,147,96;15,130,154,9;13,140,210,10;44,160,187,5;27,190,265,39;29,220,243,72;22,250,327,20;
18,0,24,30;33,10,86,8;15,30,58,9;30,50,72,15;5,80,108,15;39,80,136,90;48,110,185,6;2,110,207,5;42,120,193,30;34,140,160,6;49,160,217,14;20,170,231,4;1,200,229,9;40,220,269,7;9,230,303,72;
35,30,56,64;17,30,105,4;37,60,129,18;21,70,97,8;6,80,106,45;36,100,122,28;16,100,196,10;35,100,270,16;2,110,180,1;34,120,146,12;23,130,207,3;31,140,213,10;27,150,218,6;44,150,287,5;43,150,329,18;
45,20,95,8;42,20,149,20;2,20,175,6;22,40,119,4;19,40,168,14;35,60,105,16;27,60,149,6;30,90,162,50;50,110,168,32;44,120,143,5;17,120,218,10;27,150,171,3;22,150,196,8;32,150,247,8;44,150,321,5;
25,30,53,6;23,50,128,4;6,50,199,9;47,60,82,30;31,90,141,10;1,90,216,108;25,110,164,21;11,120,143,27;38,120,165,9;40,140,165,35;24,170,241,252;20,200,271,1;12,210,261,1;35,220,243,8;15,240,284,9;
41,20,66,24;1,50,117,18;17,70,116,4;42,80,105,20;5,90,112,6;27,100,148,9;8,120,174,7;22,120,248,20;46,150,201,6;17,160,235,4;18,170,219,20;3,190,261,5;12,190,338,8;2,200,221,4;9,230,274,40;
10,30,51,16;33,30,100,20;2,60,136,5;39,80,131,6;40,80,206,14;28,80,225,6;41,110,165,24;24,120,190,9;6,140,160,63;10,160,233,28;36,190,259,7;24,210,249,63;32,210,316,104;5,220,245,27;25,240,286,30;
25,10,55,3;21,40,88,16;29,40,115,72;6,40,135,90;30,60,110,5;31,70,91,30;34,70,138,8;22,80,103,12;1,80,153,81;42,90,114,10;30,120,171,15;46,140,186,10;5,150,215,3;37,180,254,9;44,210,287,20;
28,10,60,6;36,40,115,1;15,50,74,9;42,60,143,40;22,70,121,8;8,80,127,77;37,80,199,9;15,90,114,63;38,120,142,18;14,130,153,20;6,140,187,9;28,170,241,12;5,200,268,6;3,210,228,25;10,230,256,16;
12,10,33,20;31,10,80,25;13,10,119,4;2,10,198,8;7,30,78,1;35,50,76,40;27,70,139,3;9,80,153,48;49,90,116,70;32,120,193,24;37,130,175,36;13,150,172,4;36,170,190,14;39,170,245,9;40,190,212,7;
30,10,63,25;41,30,54,18;25,40,112,21;34,70,113,56;6,90,159,45;23,110,134,3;14,130,195,200;9,130,238,56;28,140,190,132;17,140,233,4;15,140,302,9;8,150,227,28;31,160,203,45;2,190,260,1;19,200,247,7;
28,30,51,6;12,50,102,4;42,50,128,20;43,70,123,12;36,100,144,7;23,120,162,4;1,130,151,27;17,150,215,6;37,170,246,9;18,170,272,20;4,170,322,36;27,180,234,3;19,190,261,28;5,220,274,6;27,250,274,21;
43,10,36,66;25,40,90,15;48,40,140,6;1,50,124,36;45,50,150,16;49,80,102,49;18,110,155,20;16,140,183,40;43,160,187,12;33,180,252,12;7,180,328,6;6,200,269,36;42,210,263,10;45,220,271,16;36,230,300,7;
14,10,58,4;50,30,75,32;37,60,139,9;16,60,193,10;18,70,147,20;17,90,113,46;19,110,181,7;6,140,207,18;10,160,184,40;5,160,227,12;38,170,239,9;20,180,257,4;11,190,215,18;18,210,278,50;23,210,298,11;
40,10,31,14;10,10,54,8;19,40,115,7;8,40,184,70;29,50,122,40;40,70,116,7;36,80,110,28;45,100,121,8;2,110,182,8;29,130,152,8;32,130,176,16;30,150,227,60;43,170,220,24;38,170,260,54;13,190,241,2;
47,20,41,6;14,50,123,4;24,80,149,45;2,110,151,1;20,130,149,8;40,140,194,35;38,170,221,36;6,180,209,36;24,190,217,18;15,220,298,9;30,230,282,50;23,240,265,5;41,250,320,12;33,280,349,16;18,280,393,50;
46,20,91,4;43,20,168,6;15,40,61,36;47,70,145,1;30,80,152,45;37,100,150,18;17,100,175,16;36,110,135,21;22,120,167,16;38,130,205,18;28,150,226,66;34,170,216,16;47,180,207,1;36,190,259,77;44,200,224,5;
14,0,47,40;33,10,55,8;29,40,63,48;6,60,115,36;44,90,157,25;10,90,202,96;14,110,133,28;24,110,210,45;41,140,193,48;12,160,210,32;31,190,230,20;8,210,286,70;30,240,312,5;7,260,314,78;2,270,294,2;
25,10,59,6;21,30,72,16;35,50,120,24;7,50,189,36;10,50,262,4;27,70,150,15;50,100,176,8;32,120,142,8;1,120,164,1;29,120,239,160;14,120,263,112;49,120,284,14;9,120,333,64;10,140,211,36;23,140,277,1;
31,10,37,5;45,20,69,24;28,30,103,6;29,40,67,64;31,60,130,5;1,70,93,54;34,100,126,6;14,110,124,12;39,130,178,18;9,150,218,8;25,150,245,6;42,150,315,40;11,180,227,9;15,210,285,18;18,230,255,20;
33,20,85,28;9,40,66,152;23,70,118,3;9,90,139,8;47,120,202,1;17,120,276,36;43,150,197,48;20,160,233,1;27,180,251,21;41,180,297,18;8,210,233,21;23,230,279,11;6,250,325,81;17,270,341,12;39,300,372,6;
37,0,77,9;48,20,66,84;34,20,117,10;35,50,134,40;12,70,116,8;40,80,160,14;2,100,170,1;23,110,156,1;36,130,178,1;24,150,177,18;6,150,226,45;32,170,196,96;26,180,232,10;34,200,245,2;16,210,232,10;
7,30,56,6;32,60,110,8;36,70,112,35;13,80,151,12;1,80,173,36;27,80,243,39;26,110,159,145;10,120,195,4;34,150,173,2;25,150,193,18;41,180,249,6;22,180,273,4;26,200,271,25;29,200,296,64;44,220,248,5;
6,30,98,9;43,30,125,138;10,60,83,28;11,80,148,36;12,80,169,12;24,80,240,117;13,80,288,2;40,80,358,7;9,110,181,184;35,110,206,48;34,110,231,2;26,120,140,35;21,130,180,24;6,130,227,1;49,150,173,7;
20,30,55,8;32,40,88,8;12,60,115,4;8,70,118,49;46,90,143,4;42,90,192,30;9,120,144,8;18,120,170,10;7,120,247,12;24,140,180,45;1,160,230,18;8,170,237,21;28,180,226,30;9,210,288,24;22,220,263,12;
32,10,81,16;18,20,64,60;27,30,78,9;10,40,92,16;1,50,122,27;42,80,128,30;34,110,188,6;22,120,165,4;30,150,232,45;43,150,283,24;16,150,305,60;2,180,226,2;35,180,251,16;50,210,258,16;24,210,306,18;
10,0,26,24;23,20,47,2;3,50,100,10;4,70,121,18;21,90,112,16;8,120,144,1;24,150,176,27;44,180,228,5;11,190,214,36;8,200,273,35;23,220,291,2;2,250,299,3;34,250,364,20;35,260,327,24;46,280,305,8;
29,20,45,120;49,40,113,7;10,40,193,16;21,50,92,40;13,60,103,4;12,60,173,4;47,90,170,3;14,90,245,40;16,90,271,1;30,100,176,5;41,120,191,18;10,150,226,36;20,170,249,32;9,180,242,24;31,180,316,30;
33,10,32,24;28,30,105,18;44,30,153,5;26,60,125,15;40,90,174,7;25,90,246,18;50,90,293,8;8,120,162,7;38,120,233,36;19,130,178,14;2,160,236,3;17,180,222,16;37,200,250,18;12,210,253,56;34,230,306,6;
38,30,103,36;47,50,77,1;42,50,121,10;19,80,153,14;45,90,136,24;18,90,200,30;3,110,133,20;13,140,187,2;25,160,187,1;18,180,209,20;39,190,239,135;33,190,264,44;30,220,292,5;21,220,340,24;38,230,254,54;
27,0,23,3;12,10,31,12;4,10,53,288;15,20,44,9;31,20,122,55;3,40,87,10;18,60,81,40;20,90,132,16;34,110,155,6;30,140,190,5;13,150,200,108;16,150,228,50;28,150,298,12;10,180,252,4;21,190,266,8;
20,10,81,24;44,20,92,35;11,40,61,36;48,40,85,36;36,70,114,49;23,70,137,3;10,90,137,4;43,90,189,30;8,90,260,28;1,90,305,27;47,110,160,2;29,120,190,48;40,140,191,98;30,160,235,1;9,190,264,32;
23,0,48,4;27,20,43,12;5,40,115,1;39,60,134,9;23,90,117,4;43,100,148,54;6,110,134,36;28,140,222,18;10,150,199,20;22,180,205,20;3,200,270,25;32,220,269,24;14,250,327,20;19,280,328,14;32,310,363,32;
17,0,22,6;22,30,81,8;33,50,74,20;26,70,126,20;7,90,114,6;49,120,147,7;25,120,172,9;41,150,222,12;32,170,216,1;11,200,265,36;13,220,266,2;36,250,301,42;22,280,329,8;15,290,340,63;46,300,345,6;
14,0,49,16;35,0,120,48;37,20,86,18;27,40,86,3;4,60,106,9;39,60,129,6;33,90,142,4;10,90,189,8;49,110,174,28;17,120,188,6;11,150,172,9;32,170,239,32;17,200,245,14;29,230,285,168;28,250,317,18;
14,30,75,24;43,60,112,36;50,70,119,16;12,70,164,92;8,80,126,28;24,100,122,81;20,110,158,4;9,140,186,1;24,170,243,27;9,190,218,16;14,190,267,8;25,200,271,114;10,200,321,8;5,220,264,6;48,220,307,30;
27,0,65,3;14,10,57,4;10,10,131,4;7,20,43,18;16,30,50,50;40,60,103,28;25,90,120,6;48,120,142,6;24,140,163,18;12,170,244,16;19,170,292,14;8,180,226,7;15,180,271,36;37,210,263,45;16,240,317,20;
26,30,95,5;11,30,119,18;30,30,142,40;19,50,78,14;39,70,112,18;48,70,180,42;45,90,140,16;13,90,217,2;10,100,173,8;36,130,206,14;47,130,256,3;22,130,307,36;9,140,210,24;7,150,221,1;31,180,255,15;
49,20,73,14;46,50,70,14;29,70,117,32;34,80,131,10;30,90,162,15;2,110,179,11;8,140,212,231;34,140,287,6;6,140,338,18;50,150,200,40;25,160,185,3;40,160,251,7;9,180,251,8;27,200,224,3;5,220,286,48;
24,20,85,9;46,40,62,6;12,50,127,8;2,60,84,1;7,90,171,6;20,100,120,8;34,130,178,8;37,160,206,45;26,180,206,20;28,200,225,12;30,220,270,55;24,240,262,18;27,240,284,3;1,250,315,63;3,280,304,45;
22,30,53,4;44,60,110,65;39,90,111,15;36,100,152,14;11,110,158,36;3,130,148,1;9,150,220,24;38,150,272,27;11,170,238,36;5,190,263,15;10,220,246,76;49,230,274,35;4,250,275,9;50,270,346,8;33,300,368,4;
19,10,87,7;1,30,109,36;21,60,133,16;6,90,111,9;22,120,184,8;4,130,182,45;38,140,160,27;41,160,183,12;43,170,223,12;48,190,262,12;39,220,273,18;33,240,288,4;4,240,311,27;38,260,285,135;45,290,314,8;
34,0,71,2;21,10,82,192;47,30,78,3;30,60,109,15;36,90,137,14;17,110,156,8;1,140,166,18;47,170,194,4;17,200,230,1;46,230,286,4;37,250,332,18;15,280,356,36;7,310,331,30;32,310,403,88;1,310,427,1;
8,10,34,14;9,20,65,24;47,50,97,1;32,60,108,16;33,60,157,20;3,70,119,20;19,100,152,126;22,100,223,20;18,130,173,110;29,130,248,104;43,160,186,6;49,160,259,7;14,190,207,8;16,220,244,1;21,220,270,16;
3,0,23,35;41,10,83,12;13,30,56,2;1,40,116,108;16,60,129,10;4,80,129,54;23,110,132,6;3,130,180,25;6,150,200,18;4,180,205,9;35,190,236,16;7,220,275,18;26,230,309,5;3,230,379,25;34,240,292,6;
21,30,98,40;16,60,135,30;49,80,107,21;13,100,174,4;1,130,196,9;37,140,190,108;14,140,238,4;28,170,237,24;27,200,224,6;10,230,279,44;24,230,332,9;20,260,332,16;35,260,383,32;33,290,313,88;23,290,386,21;
30,20,46,80;42,20,73,20;40,50,91,56;7,70,146,42;13,100,147,20;8,110,179,14;32,120,191,24;3,150,175,15;2,160,185,4;29,180,251,16;11,200,270,36;31,210,233,20;5,240,319,54;29,270,344,72;26,280,352,10;
44,20,71,15;23,30,106,8;39,60,105,9;46,60,150,4;10,80,125,4;1,100,148,63;21,100,192,200;11,100,218,9;40,100,242,7;14,100,290,4;29,130,152,40;10,150,174,48;39,150,218,3;46,150,294,10;22,160,234,4;
9,20,43,24;39,40,88,3;16,40,158,60;41,50,100,48;49,70,117,14;19,100,119,98;41,120,170,36;26,120,194,25;11,130,180,18;12,140,213,24;33,150,223,8;49,180,204,7;11,200,273,117;9,210,253,8;6,220,269,18;
2,30,53,15;48,50,75,168;46,50,123,4;29,60,112,32;50,90,137,208;39,100,146,3;31,100,189,20;21,130,169,32;22,130,237,4;47,140,193,6;9,150,174,24;37,170,218,27;24,180,228,54;27,180,308,9;44,210,284,10;
15,10,57,18;26,40,85,15;30,60,105,10;25,90,115,3;3,100,119,15;34,120,166,8;16,140,205,20;47,170,192,2;43,190,261,120;49,190,305,14;10,200,272,4;6,200,293,27;12,200,317,8;27,210,261,3;34,240,284,6;
7,20,44,6;2,40,107,9;13,70,113,6;40,90,137,35;14,110,186,8;33,140,160,12;32,140,206,104;21,140,253,24;11,170,219,1;39,200,250,12;40,230,252,21;17,240,261,6;14,240,309,40;18,250,327,10;49,270,318,35;
40,0,74,7;34,0,147,1;3,20,88,25;1,30,84,36;48,50,101,6;46,80,156,16;18,80,227,1;12,80,298,4;44,80,372,65;19,100,149,42;21,130,158,16;47,160,184,1;14,190,236,16;1,210,232,18;28,210,278,6;
16,20,61,80;29,30,53,16;21,40,89,8;8,70,94,35;44,70,143,10;46,80,106,6;7,110,131,66;41,130,196,12;12,160,204,4;24,180,202,27;35,210,285,16;43,220,293,78;40,250,271,42;9,280,332,8;12,290,318,28;
13,20,91,4;31,30,56,25;46,60,101,4;11,70,93,9;32,90,136,24;45,120,143,32;47,130,153,3;10,140,165,8;36,160,185,14;7,170,190,18;17,190,258,20;2,200,219,1;32,210,261,16;48,210,324,1;15,220,268,423;
9,30,98,8;50,40,66,32;48,70,92,42;4,90,135,18;1,100,170,18;23,120,167,1;45,150,218,96;27,180,225,12;14,200,251,4;40,210,285,21;33,230,277,4;17,250,294,4;34,280,354,6;3,300,372,35;25,310,335,12;
22,0,67,24;5,30,57,12;19,60,84,49;19,90,114,1;12,100,168,28;10,120,145,16;48,140,214,54;11,170,243,9;25,170,265,6;32,200,224,48;6,200,276,45;2,210,282,1;7,220,287,30;44,250,276,45;14,260,289,8;
38,20,41,9;26,40,65,25;20,60,109,16;17,60,159,12;1,90,164,27;25,90,188,6;38,110,176,18;16,120,145,10;49,150,221,14;41,160,225,18;17,160,294,8;36,160,316,14;2,180,206,2;42,210,281,50;12,220,291,1;
