86,0,5,284668;24,0,5,16555;63,6,15,4464;19,8,21,558;25,14,29,1092;61,16,26,682218;77,18,22,2237;76,20,25,537;27,22,24,1220;20,28,41,253420;88,34,45,6;87,34,39,928;65,40,44,3132;73,46,51,130990;56,52,60,91;32,58,66,37332;10,64,68,30321;82,64,67,348160;74,70,74,7942;66,76,84,71050;
69,6,11,41020;50,12,16,2949;81,16,19,26978;30,18,31,864688;82,18,27,576;60,18,24,5520;12,24,29,278150;1,24,27,1460;68,26,39,5077250;85,30,35,5254697;37,30,39,25228;65,30,34,11031;58,32,35,44928;70,38,45,8698;39,42,49,516;23,42,48,448;50,44,52,7188;3,44,52,588330;13,46,57,62372;5,50,60,4382;
36,6,18,1792;40,6,19,80508;46,6,11,152280;39,8,12,15873;17,12,27,15130;62,14,19,180;12,18,27,5;89,18,30,55400;90,22,32,6440;46,24,34,60;66,24,33,7000;64,24,32,3128;59,26,36,412;80,32,40,136914;75,34,42,1014;88,34,45,2538;41,40,45,69118;4,46,49,25631;40,50,57,23472;17,52,55,40840;
45,4,15,72;83,6,19,444;20,12,27,120;76,14,17,262;53,18,29,3735;61,22,34,1593;12,26,40,585;8,32,35,8666;86,36,40,2736;90,40,43,2648;23,46,57,57944;24,52,61,11050;12,58,63,60;74,60,68,2992;23,64,77,154892;97,70,75,196989;45,70,72,6;66,70,83,100150;62,72,75,7830;18,76,79,9404;
93,6,14,832770;89,12,17,12450;51,16,24,448;74,22,31,13504;50,28,32,126540;90,30,36,1528;75,30,38,75252;56,32,44,6643;84,32,41,3000;8,32,35,1106;72,32,40,5;85,36,43,2597;82,36,40,272;5,40,50,10248;70,40,43,50486;41,40,43,3290;48,44,50,4130;41,46,51,18711;81,52,65,1050;83,58,71,11594;
81,2,11,294472;65,4,8,212508;67,10,22,3660;10,16,20,1390059;94,18,25,304119;92,18,24,232;22,24,35,5984;52,24,32,8440;64,28,33,7776;39,34,37,11028;72,34,42,65084;35,38,42,3250;3,44,54,840;93,50,54,1521;15,50,64,6641810;41,54,61,10717;71,54,58,4578;28,56,59,7023;75,58,68,162;42,60,64,21925;
8,4,8,5929;99,10,21,9072;19,14,18,7743;55,18,25,464;96,22,31,52278;38,22,36,72;1,28,34,169065;92,30,37,838340;91,32,44,9205;49,32,37,145472;12,32,40,5120;71,38,50,15672;34,40,53,17865;45,44,50,326;90,50,54,49368;62,50,64,41209140;68,50,54,1447670;72,56,66,33267;25,58,68,177486;17,60,72,119245;
48,0,15,39557;26,4,14,142016;6,8,21,92640;4,8,15,30142;16,14,26,80380;5,16,20,36337;26,16,19,520;38,18,31,8720;14,24,32,1960;84,26,38,16;4,26,39,8;60,28,40,71992;70,32,41,8378;62,38,43,57330;68,44,48,3040;79,48,57,4234;84,48,56,10584;61,54,59,1944;71,60,65,46236;61,66,72,47025;
36,0,12,61692;24,4,13,3610;7,4,8,1395;51,6,10,2584;4,10,14,95;96,14,27,2064;43,14,19,104;85,14,24,103670;45,16,25,2616;58,20,23,21933;32,26,37,1055808;42,26,33,193185;96,32,39,612;62,34,38,112680;77,34,45,6155;4,40,43,1012;14,44,47,9772570;18,48,52,14128;14,52,69,47580;33,54,61,63;
49,4,14,87280;13,8,13,7056;71,8,18,1758;28,10,19,62076;65,12,26,3573;25,18,26,67344;42,20,28,4260965;30,26,34,41512;88,30,38,90354;90,32,47,164224;87,36,49,11722;47,38,43,2149;70,40,50,866;94,44,55,504495;99,48,58,1896;16,54,67,16436;79,56,59,2889;3,62,64,100;3,64,68,654620;100,64,69,3640;
19,6,11,19584;7,12,20,26271;26,14,26,197680;42,16,23,805;60,18,32,168;83,20,32,326886;4,22,36,1128;61,24,35,183555;80,28,36,2434488;73,32,41,195205;46,38,42,2900;26,40,44,3824;56,44,50,107233;21,46,54,63891;29,46,60,9300;64,48,53,12280;26,52,63,13536;33,58,61,2556;4,64,74,470;89,68,71,18470;
22,0,8,23512;60,6,13,4992;4,8,13,16101;66,12,15,84710;97,12,16,1119;71,14,24,262416;77,18,28,3651;84,20,29,128000;100,22,31,4784;85,24,28,81277;91,24,28,756800;79,30,44,989;20,34,43,1729332;61,40,49,8280927;71,42,51,192;76,46,52,9303;80,46,49,90;42,50,62,5;28,52,59,272619;9,54,58,140;
68,4,8,107080;19,4,7,5784;57,4,9,69201;53,8,16,130;56,8,10,9009;45,12,16,8622;41,12,26,11711;25,12,15,2184;95,12,24,6250;26,14,26,41760;50,20,26,9720;65,20,23,363;7,24,32,211959;25,24,36,1180140;36,24,32,7604;74,26,31,496;13,28,42,804;95,30,43,181500;39,34,39,7648167;91,38,49,35275;
40,2,5,2538;37,4,9,0;56,6,11,350;48,6,11,803;84,6,12,88;51,12,20,11320;87,14,21,734;18,18,31,3528;90,24,28,8080;64,30,46,12712;17,36,43,53130;42,36,43,57030;76,42,55,163200;33,46,57,35073;22,52,66,3632;20,52,60,67520;49,52,65,34500;43,54,65,168024;19,58,64,41319;8,58,60,35392;
46,4,9,1677360;62,8,11,435400;21,10,14,325692;23,10,23,52748;26,10,19,244880;86,16,24,22520;83,18,24,13552;62,24,33,460;95,24,35,503750;79,28,41,9300;68,32,46,260660;78,34,43,320;98,38,42,37505;48,38,42,3037;46,38,54,22440;13,38,43,29798;76,40,48,50;34,46,60,34065;45,48,52,91530;40,50,65,6900;
58,6,13,3075;20,10,21,21564;43,16,19,62448;82,16,26,10376;40,18,28,2010;34,22,30,1836;56,28,35,88375;2,30,34,220;35,36,37,2633560;59,38,42,2748;63,42,45,6936;56,42,52,3836;43,42,47,120312;91,48,59,3530;20,50,54,13680;22,54,57,4916;98,60,68,168980;20,66,77,3696;40,70,84,470022;18,76,90,114400;
43,0,11,872;85,6,18,28;60,12,21,225256;47,16,20,85771;92,18,22,9776;36,24,37,290;56,30,44,21;43,36,40,208200;63,36,45,15;50,38,43,2859;28,42,46,331887;41,44,50,19236;70,44,56,24350;25,46,56,123240;92,48,52,4624;85,54,65,952;65,56,60,708;100,58,64,808;50,64,70,3282;30,68,70,1095112;
48,2,7,17;47,6,11,140;2,12,14,224;73,18,30,4510;99,20,33,2456;49,20,26,56486;82,26,37,402240;2,30,34,204;77,34,43,27382;25,34,46,115476;70,34,46,744;17,40,47,295;96,42,45,23544;60,44,48,970936;3,44,58,61060;59,50,64,20348;12,50,53,2190;76,52,64,118337;4,56,62,51;37,58,62,5656;
11,0,12,28701;23,6,13,4;14,8,11,220;95,8,20,169500;58,10,14,2367;20,16,28,229660;72,18,24,528;56,22,25,10024;69,24,32,34531;10,28,31,125919;99,34,39,9360;56,40,51,6839;14,42,46,720;93,46,56,21591;36,48,58,1042;74,48,59,2986;98,54,65,13325;66,56,60,21450;61,58,64,1746432;23,58,68,340;
93,2,7,6944931;77,2,11,69688;49,6,9,11728;43,10,18,16480;38,16,26,7200;70,20,26,170734;51,24,29,29784;19,24,35,618381;75,28,37,2844;69,30,34,12047;43,34,40,272;84,38,46,1328;16,38,51,192;13,42,46,7132;93,42,58,9882;1,42,52,13210;30,44,53,39952;36,46,52,86;19,48,55,4809;96,50,59,48;
67,2,14,2670;31,6,13,360100;66,12,19,4916110;15,14,23,564220;76,20,27,25434;3,26,32,6655;54,30,35,52422;16,30,41,7370648;91,30,39,1830;37,32,43,59717;94,32,46,5787;70,38,46,33012;85,40,52,325192;62,42,45,615280;67,44,50,86190;73,46,58,1660;47,46,48,1442;37,48,59,253729;63,52,61,4506;52,58,71,7204;
97,2,15,231;92,4,8,14664;12,4,8,1095;33,8,12,4860;47,8,15,108080;95,12,20,4200;98,14,26,355;71,16,28,48;52,22,35,31318;49,28,32,16;78,28,35,7720;25,34,43,79824;20,34,41,5276;28,38,51,2985;43,40,52,7808;51,46,50,5256;59,48,59,64340;1,50,63,465;84,54,61,2744;99,56,61,56;
42,4,14,25;34,4,7,30069;31,8,12,12430;4,8,15,11295;11,14,18,35784;86,18,33,49196;11,22,31,6354;15,22,25,27230;54,22,26,3263;59,24,33,26180;91,26,33,1980;54,28,34,27139;90,28,33,288;25,32,36,2448;7,36,43,10674;16,40,50,8;82,42,54,5608;99,44,55,168;66,48,58,5735;36,54,56,16322;
50,0,8,10647;70,0,15,2822;20,6,14,20788;31,6,11,100;47,12,25,36211;14,14,17,1136280;87,16,27,506;72,16,20,804;10,20,32,252;30,26,29,2856;40,30,33,526086;43,30,33,7336;98,32,45,435;37,36,49,29645;10,40,52,1548;24,42,45,112660;81,48,62,7447;8,48,57,3479;48,50,62,633;4,56,61,57925;
80,6,17,20568;100,10,14,25672;43,12,15,7592;98,14,22,130;71,18,25,732;10,18,29,4032;100,18,25,43992;66,18,27,169930;15,24,28,16590;87,24,35,16132;96,24,38,40818;54,26,35,834;58,30,33,134601;14,34,49,98770;80,38,43,85656;17,42,48,65;18,42,46,132;53,42,54,9320;6,46,58,32718;44,52,59,390708;
97,0,6,219;40,4,10,37764;12,10,21,11130;32,16,27,1800;2,20,29,12380;28,20,30,214962;50,24,30,24726;63,24,28,166764;69,24,32,2081961;58,28,39,42174;81,32,35,76216;28,36,42,76236;39,42,45,22698;57,44,55,350352;83,48,52,564;45,50,55,13764;48,56,68,379;14,62,79,20450;82,68,81,18920;47,70,75,910;
29,2,11,3720;9,4,16,439708;1,6,15,140000;82,8,17,15600;71,10,16,594;40,10,14,532812;92,16,24,45240;99,22,31,56344;81,24,27,28227;77,26,30,27991;65,32,44,64848;69,36,47,107296;8,36,40,129269;31,36,52,6640;74,36,46,17254;47,38,53,9282;25,44,52,27546;96,44,46,38316;79,48,59,10299;86,50,57,161116;
71,4,13,2342022;35,4,17,16530;99,10,23,824;49,12,21,23506;20,18,32,558544;42,18,30,7530260;18,22,26,959268;15,24,35,2850;100,28,30,689472;26,28,37,2144384;87,32,43,186;96,38,44,7794;91,44,52,3020;43,46,51,5752;38,52,59,4392;84,58,62,8584;61,64,67,76023;9,64,78,10624;24,68,79,95;63,72,87,33039;
30,0,12,136288;51,2,5,88;12,8,12,17570;58,12,17,451158;99,16,20,50144;13,22,31,106;71,22,25,3636;12,26,38,67730;28,28,42,24;42,28,31,171020;36,32,36,208;58,32,44,2589;84,32,33,61656;1,34,43,410;76,36,39,6443;83,36,47,26898;37,40,52,637;39,42,51,6510;94,44,49,295497;29,48,57,10770;
38,4,13,2200;34,6,9,18351;65,8,16,64563;86,14,24,1344;90,18,32,321360;9,18,29,381108;85,24,28,28231;14,24,33,379970;28,24,28,147669;80,26,36,515520;22,32,40,132096;33,32,37,524025;67,34,46,1240;75,34,44,18;64,36,40,336;36,42,49,22318;43,42,50,616256;2,46,50,9416;49,46,53,514;64,46,50,128;
50,6,18,2595;68,12,15,156100;64,12,24,1104;1,18,25,110270;25,18,22,264174;50,22,35,54;92,22,24,7888;77,22,34,22442;44,28,37,163026;95,32,40,20950;68,34,43,25620;4,38,47,23923;89,38,45,96430;65,40,53,834;48,42,49,1210;93,44,55,538803;90,44,47,1016;71,44,53,33666;75,50,53,161676;49,56,60,120316;
98,2,11,2640;4,6,14,82;58,12,15,6981909;86,14,16,67716;15,18,28,188440;47,22,26,45047926;70,26,31,15028;75,28,39,189882;18,28,42,4220;14,28,42,67920;44,28,32,10917;64,34,43,56;85,34,40,5908;67,34,39,116610;26,36,44,14712;60,36,45,4320;58,38,40,68718;97,38,47,244728;12,42,47,1754995;18,42,52,16;
71,4,6,39930;40,8,15,7801884;96,12,18,167232;80,16,28,258450;42,18,22,271050;76,24,31,16673;63,30,41,19224;90,34,43,279728;34,38,51,1539;19,38,47,3363;20,42,46,149168;43,48,57,1352;38,52,62,608;47,52,56,6090;69,58,66,26859;89,60,64,6700;87,62,66,1806;15,62,72,167890;74,66,74,38;62,68,77,564460;
35,2,11,11540;41,6,14,141841;74,12,15,8366;37,16,24,8841;99,16,20,32504;73,16,26,40275;25,18,26,8724;15,18,28,1720;82,24,36,8944;96,24,32,8388;11,26,30,630;9,30,38,107280;71,36,40,240;80,42,53,26010;58,44,48,323313;37,44,52,686;10,46,56,8415;26,48,58,9200;82,50,58,79416;42,52,64,65;
13,4,12,588;25,6,12,5100;37,12,15,643125;57,16,28,666;1,20,27,315;54,20,30,59436;56,22,34,919562;40,26,37,11088;11,30,37,5427;83,34,38,6;41,40,53,2736412;44,44,57,988893;24,44,50,44630;69,46,50,9982;99,52,59,27688;92,58,71,148784;21,64,78,33741;55,64,77,15304;59,64,73,9204;35,70,84,5990;
67,0,7,2430;28,2,14,4944;17,2,14,34800;54,2,14,679;21,2,6,1296;67,8,12,428840;52,14,27,8764;25,14,26,5028;8,14,18,46543;40,14,26,462;86,16,20,18928;50,22,27,21726;24,26,32,6735;90,32,47,538280;67,38,47,17610;4,42,51,1419;11,44,59,41967;62,50,52,4210;16,56,65,41122;22,56,60,50328;
7,0,4,2367;76,0,4,24125;4,0,4,8284;37,2,14,122185;36,4,12,2110;98,4,16,16470;18,10,15,332;39,10,14,28683;24,14,22,2380;34,20,25,134793;63,24,29,90;79,28,34,46311;64,32,36,28940;89,36,44,55830;95,40,50,420;57,42,56,7812;100,46,49,19024;88,46,54,330;46,50,54,740;59,56,64,8888;
11,4,9,47196;25,4,8,41802;36,10,15,298;60,10,18,167624;37,16,28,141260;44,20,22,621;75,24,33,13303272;9,24,26,8448;20,30,37,22120;53,30,33,89815;64,32,43,24160;87,38,43,150;92,44,55,163536;80,44,56,4728;88,44,54,33846;91,46,54,195;17,48,55,17685;84,54,58,23536;89,60,67,680;68,60,63,5280;
62,0,7,123530;16,2,6,108;50,2,4,4623;78,2,16,144448;58,2,12,265302;33,4,18,124272;37,4,14,1736;53,6,17,2061600;70,10,25,554;92,14,19,26192;27,14,22,996;87,20,29,446;95,24,36,10560;76,30,42,2636;41,36,47,1106;36,40,53,208270;12,40,44,462695;27,40,44,20152;10,40,47,2565;90,40,53,31448;
96,6,11,14124;14,12,17,82140;8,16,26,8071;99,22,31,160432;90,22,32,4120;59,24,33,452;85,30,32,21497;100,30,35,2481288;57,34,43,1046907;42,38,50,286360;84,44,57,209440;4,48,52,3406;28,50,56,749625;87,56,60,7626;24,58,68,2960;83,58,63,44056;14,58,62,6240;9,58,62,1503600;48,58,62,4396;58,62,65,90;
60,2,14,1752;9,2,8,132096;23,8,22,1384;32,8,11,136755;71,10,19,8485836;21,16,18,16893;77,16,28,259195;34,16,25,1665;9,18,27,772;35,24,38,1510;44,28,36,7101;82,34,38,248;62,38,53,482770;59,40,53,192;6,44,58,186921;25,50,58,26088;31,50,62,14150;32,56,67,1503;9,58,65,624;66,58,63,32825;
84,6,17,228272;26,10,21,208704;17,16,28,450;65,18,23,1530;9,20,23,332;80,22,35,73650;69,22,35,20916;13,26,29,228;96,26,40,553770;35,32,35,1075000;85,32,46,287;6,36,43,16767;43,42,46,14064;14,44,52,7280;39,44,48,30306;58,46,51,173781;32,48,53,332073;10,54,60,99558;82,54,60,14504;54,58,62,6797;
56,2,16,217;82,8,13,416;17,14,18,794120;26,16,23,235416;80,16,25,12736692;92,18,24,5160;21,18,32,971955;66,24,27,17340;13,30,34,211026;46,36,44,12290;26,40,49,1442200;53,40,45,314790;44,46,52,18;81,52,61,613;92,52,65,16552;84,54,58,73680;42,58,71,12905;76,62,65,598;47,66,77,1099;29,70,79,776420;
78,0,14,298;33,0,6,143766;84,2,16,37632;70,8,13,104738;10,10,14,351;32,16,24,723168;10,22,34,4664943;62,28,33,47550;82,28,38,2254736;87,28,40,12438;22,32,40,5496;70,34,47,10;52,34,44,7112;46,40,43,20250;86,42,48,96;84,46,49,479672;89,50,66,656150;54,54,59,22179;75,56,62,19260;69,62,74,108661;
34,4,9,70875;41,8,15,23282;58,10,21,17442;91,16,29,102350;64,18,27,78236;28,22,27,3954;80,22,35,28164;41,28,34,509894;31,30,41,13770;72,30,38,37;28,30,34,26862;5,30,34,7868;48,34,37,252;80,40,54,1944;70,44,53,45296;18,48,56,346576;63,52,63,315135;15,56,63,17340;79,56,69,59;19,58,69,999;
55,0,7,868512;39,4,12,29691;28,10,18,41364;48,10,17,124181;27,12,17,3096;99,12,21,12088;52,12,16,10838;26,16,22,1743752;67,22,26,147230;88,28,40,20652;27,32,37,7740;57,38,43,963;88,44,57,3636;49,46,56,2858;41,52,60,155617;5,52,63,714;25,54,58,9996;72,54,64,115746;18,58,61,1064;82,64,68,176032;
90,0,3,3200664;65,4,8,52434;54,8,18,29;52,8,16,2564;89,12,23,15290;20,12,18,3304;18,14,18,24080;50,20,29,690;46,20,27,842270;30,20,26,1192;48,24,28,20530;24,24,33,173110;52,26,31,262636;100,28,38,184;98,32,42,882160;7,38,50,6501105;19,40,44,3600;20,42,57,34420;51,42,54,8248;94,46,50,1829727;
96,0,4,282;91,4,7,2910;69,8,17,883491;90,12,27,163256;39,12,18,1293;28,18,23,5991;4,18,24,20346;11,18,32,2016;35,20,31,60660;8,20,26,42707;15,22,34,706040;60,26,35,160632;29,26,39,331300;96,28,38,1656858;100,30,41,5984;54,32,40,518;58,36,40,42948;9,42,46,40492;35,44,47,4120;5,46,58,1988;
23,6,18,828;59,6,14,10964;5,8,14,46550;79,14,26,11954;48,14,23,457;17,14,21,877855;12,20,25,1225;18,22,33,5612;48,24,39,60;96,28,41,31962;61,34,46,380430;7,40,53,10944;87,40,51,14210;23,44,48,48560;29,48,53,2771650;1,54,68,928965;88,56,60,10920;38,62,70,195088;53,68,80,2898320;98,68,77,20200;
25,6,15,4302;93,10,26,275805;29,10,19,96070;5,12,25,1358;24,12,24,210;54,16,18,3509;50,20,24,3789;53,26,30,22975;46,30,43,5140;27,36,50,412;14,38,48,58350;12,42,48,46075;74,42,45,98712;85,46,60,254856;82,46,57,79664;14,52,60,4319420;4,56,66,730;39,60,65,11370;85,60,66,5986358;84,62,67,36040;
46,2,13,120500;33,4,14,269802;93,6,13,237537;10,8,15,23139;1,12,17,77065;70,18,28,1114;78,22,34,945120;35,24,28,466190;23,26,33,99436;45,26,36,32066;46,28,36,34330;28,30,36,1899249;68,34,46,382730;5,34,48,1433621;19,38,46,37818;79,38,41,34;99,42,48,14328;47,42,50,364812;3,46,48,13840;54,50,56,66728;
85,0,14,338219;19,2,12,1518;25,2,9,14376;33,8,17,9558;10,14,16,1518579;75,14,22,17736;54,14,23,223727;83,20,23,316;79,26,29,184;74,28,36,82108;68,34,42,670;24,38,48,880;92,44,55,22860;93,50,54,9;58,56,65,9;62,62,76,122740;73,66,73,99065;85,72,77,234941;38,72,85,10768;48,76,81,2535;
15,2,6,7990;29,2,10,156050;28,4,10,360;33,4,17,10503;69,8,13,19236;42,8,19,18570;53,8,12,1368820;59,10,15,52736;50,12,24,18069;54,14,21,8596;21,18,28,15255;55,20,23,103160;90,22,34,2248;21,28,39,3924;26,34,43,60712;97,38,50,10623;55,38,50,13904;36,44,52,9856;68,44,48,347430;43,50,67,19032;
77,4,13,46;4,4,12,1214;31,10,20,19510;4,14,20,82;71,14,26,21762;45,14,21,30350;22,14,21,1800;94,14,22,26053398;33,20,31,135576;21,26,29,22185;85,30,41,38731;49,30,34,426880;25,34,37,29311128;9,38,41,2740;79,38,53,45061;38,44,60,4206344;71,50,54,802770;18,52,55,249892;51,54,59,260608;89,58,66,5140;
24,2,13,120;2,2,10,184040;95,2,15,4480;72,8,15,191;64,10,16,27476;54,12,17,1947;33,14,19,35982;66,14,22,1220;36,18,20,18;47,20,31,1284682;98,22,36,2495;50,26,41,1200;33,30,33,18;60,36,45,22280;14,38,50,10320;55,40,44,736;7,46,58,41094;17,48,55,10970;29,52,58,1780;10,58,65,16038;
97,2,7,38037;40,4,8,6906;9,8,11,412;19,8,12,801;79,8,20,449;85,12,23,13111;93,18,27,53136;3,20,26,340;57,20,33,4941;63,24,35,12303;93,30,38,62676;59,30,42,15964;96,32,41,86232;17,36,40,29110;58,36,43,184224;57,42,46,78228;82,42,46,1248;51,46,58,12736;52,48,51,11980;21,48,51,395370;
42,0,10,29350;90,0,10,124384;99,4,10,332296;94,4,17,9657;68,4,15,172270;16,4,12,1046;21,10,17,1044;60,10,12,180808;77,16,26,2521;73,22,29,4025;53,24,29,180075;27,26,33,264752;60,26,37,1480;92,28,41,260;25,28,34,1698;76,32,36,1256;1,36,45,27635;31,42,53,34910;57,42,49,486;74,48,59,114026;
49,2,6,100;99,4,17,761392;66,4,8,37125;69,8,11,33908;37,12,20,143689;93,14,19,6426;28,16,21,491358;99,18,30,40;22,24,26,29244;60,28,40,253568;13,30,39,418268;31,34,47,1400;95,38,41,53670;20,40,44,1636;61,40,48,2124;3,42,45,500;71,42,50,300;98,42,47,205775;37,42,53,1022;30,42,50,2500880;
56,2,6,6825;17,4,10,1415;11,4,7,7929;28,6,17,5850;91,8,15,25675;67,12,15,179210;78,12,16,4792;71,16,24,48654;46,22,34,32740;9,22,25,208;98,26,30,61370;11,28,31,9099;51,30,35,11920;94,34,41,17046;96,36,46,3062154;82,42,46,755656;26,46,50,3296;4,46,57,149;60,46,52,7400;99,48,52,348448;
66,6,14,16215;91,8,20,1600;69,8,20,721;39,14,22,12597;41,14,30,143010;89,18,21,1430;1,20,23,6266320;3,20,28,1230;48,24,35,363;96,24,29,7134;25,24,33,102;30,30,35,210576;64,34,45,192;25,34,40,1548324;20,40,44,3718564;28,44,49,3301128;35,50,66,19481520;87,52,65,21860;93,54,61,819;95,58,71,23630;
7,6,16,85365;37,6,9,2563211;58,8,13,4653;71,10,13,7950;35,16,28,4780;30,18,23,448208;15,18,28,35430;80,22,30,6;55,22,31,407264;78,22,30,10274;36,24,28,1422;95,30,44,1140;61,34,40,90063;49,40,43,1212;5,44,57,12831;60,44,49,122528;21,50,61,231201;15,52,67,1050;6,52,66,485493;44,56,65,1575;
69,2,11,357;59,2,7,4724;5,4,8,28;30,10,13,6328;2,14,18,16;86,16,20,183060;49,20,23,6906;97,22,27,261;55,22,27,99256;99,26,36,56;14,26,34,32880;29,30,32,105890;24,30,38,303230;14,36,47,11010;27,40,53,22548;32,40,47,17226;53,42,47,4205;40,48,60,162;13,50,53,450842;56,50,62,29820;
70,2,7,473478;19,8,21,769683;46,8,15,110860;82,12,22,44024;92,14,17,18188;11,20,27,574308;26,26,36,13768;10,32,40,45;66,32,40,105775;15,34,42,113970;67,38,43,40033530;46,38,43,16830;68,44,56,116670;51,50,55,184880;83,52,62,4538;41,56,61,320474;90,62,67,20816;61,64,73,28710;75,70,79,1620;23,72,83,26112;
75,0,11,109314;19,6,15,501120;65,10,21,7668;70,12,24,75276;2,14,20,347804;91,16,23,3168655;72,22,32,3837;33,24,37,2664;20,24,33,19272;84,30,36,16704;30,30,43,520;28,34,42,14973;46,36,47,350;31,38,47,590;29,38,42,30;49,42,46,5536;57,44,51,19710;31,50,65,12760;75,56,66,17256;16,62,71,10742;
17,4,8,40135;14,4,10,3720;53,6,10,574175;77,8,20,52767;56,12,27,2835;88,16,24,960;94,18,31,418743;24,22,33,25610;55,28,40,660152;38,30,33,2023944;89,34,42,240500;22,34,43,908;40,34,42,30522;83,34,43,8836;34,36,38,63;43,36,42,65008;95,40,48,6824050;54,42,51,104853;7,42,44,1566;39,48,63,1344;
