77,0,3,19960;19,6,19,686;65,6,16,12138;
36,2,12,1446;11,2,6,308;98,6,15,76090;
65,4,14,200697;12,8,13,124;26,8,11,8226;
19,6,10,2569;74,12,15,704;64,12,25,41088;
83,0,5,515;13,6,20,1844;50,6,15,4030;
83,4,16,49;62,6,11,21177;10,6,14,9210;
45,2,14,108640;90,6,14,6155;64,6,14,24750;
41,4,10,93895;89,10,18,5810;29,10,20,7660;
54,6,21,1098;50,10,16,32890;87,12,15,91062;
7,0,3,1945;72,0,11,33156;94,6,14,120687;
92,2,9,14232;9,6,19,4653;46,8,12,6790;
30,4,9,4847424;84,4,15,5130;25,8,13,1386;
33,0,13,2155;7,6,9,70;20,6,18,93940;
9,6,19,133173;75,8,11,57;55,8,22,256810;
94,0,14,35210;13,6,14,5176;74,8,21,120;
95,4,11,880;53,8,16,46230;67,10,14,138065;
39,0,12,1962;45,2,15,2707912;74,4,13,18776;
37,2,13,154420;49,2,6,18908;100,8,15,56616;
60,0,6,40326;100,2,6,2010;19,6,21,129969;
78,0,8,36967;66,4,17,472530;96,8,23,11886;
74,0,12,171152;60,4,8,18;29,10,26,527892;
56,2,10,3124188;94,4,12,204519;12,6,17,551;
63,6,14,2018;44,10,22,7578;51,12,18,100956;
97,4,16,4095;8,10,18,501652;6,12,23,205137;
43,2,12,133;89,8,23,122780;16,14,26,6012;
61,2,15,36885;96,6,15,136554;33,10,14,960;
63,4,8,60858;100,8,16,10914;31,12,25,13900;
21,6,10,7290;44,8,15,32535;65,8,19,50100;
79,2,6,15;71,8,18,38759716;53,14,17,35120;
62,0,7,114486;49,6,8,30651;88,8,12,3470;
46,0,14,5000;24,0,11,101718;61,2,13,159518;
80,2,9,98442;59,6,18,306;89,12,18,15510;
9,2,7,111195;14,4,9,222;86,6,14,536;
80,4,14,2708;75,10,18,8148;31,14,26,7895;
12,0,14,4088;96,2,12,22782;64,4,15,607866;
78,2,15,1099;34,2,14,270;90,6,19,95;
16,4,8,200934;96,10,13,83820;56,10,13,18132;
71,0,10,1304;93,4,18,66825;44,4,13,30906;
25,0,3,1307656;68,6,18,17130;60,8,16,1512;
33,6,20,6661;48,10,21,265;91,10,13,1902;
6,2,12,10008;70,6,17,31488;61,12,16,0;
96,2,9,929676;91,8,10,69;78,8,16,1631;
32,2,7,568150;93,8,21,917766;40,12,15,7287;
68,4,8,20120;91,10,16,27;7,14,20,504050;
10,6,17,9050;85,8,20,5229;6,14,17,222111;
2,2,7,745;95,2,9,325;6,4,13,990810;
16,0,10,30429;26,6,17,7146;71,6,17,946;
50,4,7,24880;24,6,11,579;76,10,23,896634;
2,6,17,114460;91,6,12,2916;62,8,14,21;
69,0,12,15982;67,0,14,89660;6,0,11,29003364;
93,4,9,216;100,6,13,1872;8,12,16,8720;
75,0,12,531;65,4,16,807;49,8,13,2780;
5,0,4,27534;66,6,17,3440;3,12,25,9138;
16,0,8,397125;80,2,15,13876;62,2,11,387930;
41,2,14,1100;50,6,10,3230;85,8,11,833;
60,6,15,391764;52,6,10,2638;21,10,16,96720;
21,2,17,5300;12,2,6,1175;26,2,10,2196;
21,2,13,258;81,8,20,1578;66,8,21,3350;
50,2,6,139020;37,2,12,624;44,8,21,63783;
16,2,7,60685911;62,4,19,4152;46,10,26,160;
84,4,12,18090;68,4,15,10140;85,6,11,32186;
36,0,14,798;80,0,13,57268;50,6,16,19199560;
60,4,12,44520;57,10,15,624;21,14,28,2355682;
16,0,8,3474;3,2,4,150;22,8,12,17388;
57,0,7,16050;13,6,15,48772;66,12,26,74620;
42,4,15,362635;93,6,17,1242;28,6,10,3294;
16,6,16,35730;66,12,19,3070;93,16,20,77184;
87,0,11,45234;86,6,10,4904;92,10,22,2118;
57,6,14,318;60,8,20,29448;86,10,15,552;
47,4,17,2894;33,10,16,1202;90,16,21,37280;
55,4,11,5080;54,8,14,349080;14,10,15,162;
25,2,16,17290;85,4,14,616;12,6,15,70;
17,0,10,35570;3,4,13,17352;5,8,20,123978;
69,2,9,659;91,2,12,18000;88,2,12,42960;
36,0,5,114;79,0,9,1095;88,6,15,4670;
77,6,8,246210;64,12,21,2376;13,14,22,3112;
46,0,8,3037770;70,2,11,2988;9,8,12,33012;
14,4,16,7627776;59,8,20,956;85,10,14,12817;
59,6,15,88286;10,6,15,1780;32,10,14,335640;
76,0,10,288;18,0,13,52;100,0,4,1279842;
41,4,15,44360;57,6,9,87243;82,6,9,3396;
72,6,13,342;12,10,22,222;91,12,15,3228510;
57,0,7,242454;58,6,17,1135;77,6,15,64240;
80,4,13,1150;31,4,10,88000;15,4,10,6320;
68,4,17,333970;13,6,10,15206;31,10,19,138225;
19,6,13,11578;60,12,16,5316;78,18,29,508641;
22,6,18,15768;70,12,27,961584;46,18,25,1180;
86,6,11,76192;85,8,17,247807;17,8,16,18760;
27,2,4,11634;97,6,18,111215;37,8,13,100016;
28,4,17,130314;43,8,13,35;40,10,17,118538;
99,6,10,231;59,8,22,5273184;45,14,18,4432;
86,4,10,1840;34,4,12,401190;57,6,19,179316;
3,2,6,792;63,6,14,12998;30,6,14,133580;
100,6,10,2037618;68,6,18,259570;79,12,25,30595;
94,0,10,1435;81,2,9,107708;43,2,9,473382;
88,4,18,25120;26,8,19,24972;12,10,15,222;
87,0,5,295587;9,0,10,8424;71,0,2,5560;
92,6,10,29052;67,10,21,256865;95,12,18,1429960;
8,2,10,29438;38,2,11,786;72,6,18,189756;
23,0,12,593260;38,2,6,68838;1,4,14,37570;
65,0,9,6642;31,2,6,82635;21,6,10,66;
5,6,14,756966;57,6,14,45;88,12,26,2040;
37,6,12,2640;41,6,8,16445;28,8,14,231366;
80,4,7,143;97,8,16,415;9,8,15,17847;
89,4,19,32200;78,10,14,39760;14,14,27,33822;
52,0,9,15336;57,4,10,3933;31,10,20,58810;
76,4,8,393;35,4,7,5244453;6,4,19,246195;
51,4,11,202428;4,10,20,10000;63,14,16,351426;
35,0,5,3501;96,2,15,12066;29,4,14,5568;
27,6,17,27861;41,6,14,2160;30,12,23,32944;
11,6,10,24654;37,10,16,1326;53,16,21,42490;
46,6,13,3590;70,6,14,220740;42,12,16,3465;
70,0,6,8358;79,6,19,62190;75,8,11,14922;
85,4,11,3681643;71,6,17,12448;69,10,25,8445;
42,6,15,292100;80,10,18,254;66,12,23,4420;
16,4,16,126;76,4,13,317613;15,6,19,128144;
16,0,6,43263;52,0,12,6014;93,0,11,648;
52,4,5,912;59,8,12,3260910;89,14,18,9360;
2,2,6,200;28,4,11,504;9,4,7,43209;
37,6,15,528;75,6,16,2676;24,12,21,702;
16,6,15,9018;51,10,25,39132;76,16,23,48558;
79,6,10,1305060;23,12,20,359500;15,16,22,9896;
89,4,7,24189260;63,4,9,4762;74,4,18,200;
82,6,13,1422;21,8,21,4300;92,8,22,11421;
59,2,13,120218;63,8,16,870;15,14,25,51184;
66,6,10,102580;19,6,19,14784;60,8,18,80046;
73,2,15,15640;3,2,15,1887;96,6,16,36;
92,2,14,222;74,8,21,33904;47,14,25,32;
8,2,6,460356;77,4,16,1280;57,10,22,39;
57,2,9,42;47,4,7,753122;7,8,11,85805;
97,6,14,1125;78,8,23,59143;17,10,13,84640;
45,4,14,315992;90,6,11,10;18,6,14,125360124;
76,0,12,198;82,2,6,622;66,8,16,100;
26,0,4,1267476;30,2,14,37350;31,2,6,10;
55,0,5,810;22,0,15,5283;82,4,13,1830;
26,6,10,78;55,8,10,412980;57,14,17,88611;
46,6,9,282110;84,8,18,170388;39,12,24,56775;
5,0,5,204;21,4,15,26818;37,4,15,1166472;
17,0,8,230;35,0,7,906;48,4,8,4285;
99,0,2,1425;13,2,7,1006;16,6,15,121590;
85,4,7,196294;35,6,19,37833;49,10,14,132637;
95,6,18,6085;34,10,26,870;32,10,18,31600;
21,0,11,7422;2,2,7,7280;45,4,8,52488;
7,0,7,52875;30,4,15,609772;77,6,11,2236600;
70,4,8,17952;1,6,13,50985;96,8,15,1524;
2,4,13,15800;75,6,15,671142;65,10,16,194691;
3,4,17,10;42,6,9,55;66,12,18,5280;
58,2,7,13;92,2,8,6345;37,6,15,279244;
30,0,7,1036;41,6,16,4630;74,6,10,30216;
92,6,12,47961;59,12,22,65712;85,14,24,31962;
29,0,4,8644;21,4,13,9032;8,8,17,19600;
57,0,3,237;82,2,14,910;57,8,13,8763;
75,6,10,6552;66,8,14,9876270;83,14,29,407425;
94,2,14,7832314;70,4,8,19974;17,8,13,8810;
50,6,14,5640;89,12,23,3580;10,12,22,246510;
30,6,15,1530;22,8,11,2335014;9,8,11,53388;
94,0,7,12845;93,6,11,6309;83,8,17,879;
99,4,12,63819;77,8,12,8060;91,10,15,909;
20,6,10,6032;16,10,17,67176;3,12,18,2557;
96,0,10,25332;9,0,8,1845;40,2,12,7903;
77,6,14,370;64,8,20,28044;81,12,18,148692;
38,2,11,123213;72,8,17,6534;88,14,22,3780;
95,6,17,4525;86,10,22,185312;76,16,18,2358768;
61,2,11,243;48,2,14,164495;72,2,6,173106;
21,2,11,84;44,2,10,5349384;31,4,17,47195;
66,2,12,174830;98,6,10,9660;39,6,9,597;
53,0,3,284670;87,6,14,356166;2,10,13,60;
14,6,19,1914;3,12,23,18994;95,12,15,1200;
74,6,19,1448;3,10,19,184;66,10,24,619000;
1,6,15,27890;13,10,19,22218972;66,16,23,160490;
87,4,10,2160;28,4,15,114;80,4,15,11615;
42,0,4,6860;21,2,6,274;53,8,13,5500;
40,4,8,7;87,4,8,72918;26,6,16,2162118;
41,2,6,1955;22,8,18,2556;53,14,22,1433420;
38,6,12,15708;37,10,17,19853094;3,14,22,15354;
1,4,14,25605;47,4,10,16752;52,10,16,18796;
76,4,9,121983;12,4,17,9;34,6,19,26990;
75,0,4,4647;29,4,14,16;61,8,11,116;
19,2,14,357;3,8,12,27425;9,14,18,918;
94,2,9,259;76,2,11,186396;80,8,20,1077;
30,4,9,134;94,6,21,12551;17,6,16,643310;
56,6,10,3402;98,12,21,50820;89,16,27,192790;
34,0,7,204020;19,6,17,9534;88,12,15,2080;
51,0,8,18639;60,6,14,30;88,8,19,91090;
62,4,19,748914;91,8,18,972;9,12,16,9459;
68,6,15,783510;41,12,21,27490;91,14,19,9924;
63,2,6,54;10,8,20,23610;44,10,13,5526;
7,6,10,94705;60,6,16,389958;80,10,19,3569;
38,0,11,282;60,2,9,2598;52,8,21,34;
63,4,17,6526;37,6,15,4134102;21,10,23,98968;
57,2,6,8433;56,8,19,11070;70,12,16,28362;
85,2,5,60389;93,8,18,243;39,12,26,2166312;
55,6,12,3970;2,6,13,585;76,8,13,13317;
56,0,10,29088;47,2,14,90460;44,4,15,125703;
6,4,14,40338;84,10,14,1016109;71,14,25,46;
31,0,13,20615;9,2,9,1305;61,2,8,2743;
7,2,6,115;48,4,15,4100;88,10,18,17480;
24,2,11,18051;52,4,15,61034;90,8,13,290;
36,0,4,7540;18,4,17,18372;16,8,13,168939;
85,0,8,11494;24,2,6,11898;65,8,20,64599;
61,6,18,298;68,8,15,3106150;79,10,19,35390;
4,0,5,57760;14,4,6,34512;96,10,23,66774;
98,0,13,30440;8,0,7,364;50,4,12,3420;
77,0,12,7980;59,6,16,134;76,8,19,596715;
68,4,13,320990;16,8,13,122085;26,8,20,23825586;
43,4,12,168;54,10,22,27156;52,16,29,6864;
86,4,15,10872;71,8,21,54;16,14,25,1184301;
37,2,5,264;57,6,14,5157;24,6,15,71970;
70,6,19,527910;98,6,14,837130;41,6,11,6835;
56,6,13,10980;60,6,11,310578;44,12,25,6957;
52,0,4,1457484;80,0,11,29414;19,2,4,742658;
30,6,17,22570;76,12,22,780;97,14,27,5290;
83,2,4,3496;38,6,19,124722;69,8,18,680;
27,6,16,3951;7,8,19,24590;44,12,17,140706;
91,4,12,9270;19,4,13,3472;57,4,10,9585;
72,4,17,5229;24,6,9,2572872;60,6,17,613638;
17,2,18,90;47,6,11,9498;26,6,16,6174;
30,6,10,17966;58,8,18,920;13,8,19,47988488;
57,0,12,3150;58,0,4,702;71,2,15,52692;
27,6,13,420;14,10,15,300;58,10,27,5775;
3,6,18,11775;47,8,16,5684;22,12,17,332208;
18,0,4,25774;6,0,5,6408;20,2,15,228;
72,0,5,146943;28,0,4,24498;4,4,12,317880;
27,6,9,156;71,6,22,4610;76,10,15,9954;
39,4,12,150;92,4,7,25746;53,4,16,7860;
77,2,12,9340;21,6,15,9480;25,8,19,21;
50,6,15,67400;30,8,10,612;14,12,16,59370;
18,4,13,7716;92,10,21,321;44,14,22,652977;
21,2,9,6726;23,4,9,5400;48,8,12,2161905;
50,6,9,32280;12,12,20,4814;89,18,23,9270;
63,0,3,644;85,4,11,22694;15,4,17,408;
13,2,15,210;54,2,14,24558;85,8,13,18739;
1,6,15,2005;28,12,17,13818;7,12,25,576610;
7,2,5,785;50,6,14,11130;88,10,25,19801180;
72,0,8,453501;14,2,11,1206;46,4,7,2110;
94,0,4,19369;62,2,11,58395;39,2,5,26319;
13,2,17,1742;56,6,10,2184;11,12,17,11820;
54,2,9,573756;10,8,16,170;63,8,12,13974;
100,4,7,16434;43,10,23,198009;26,10,24,7704;
26,6,13,5106;64,10,22,3144;20,10,19,390;
80,0,10,2845;90,4,8,826680;87,8,21,707202;
57,6,10,10968;18,10,13,890;2,10,25,278430;
9,2,5,1465461;25,2,6,57344;16,2,9,47583;
9,4,16,351;17,8,18,45120;12,14,28,243312;
33,2,7,77400;92,6,8,219;20,6,13,84208;
4,0,9,5190;54,4,16,328914;79,8,19,4615;
67,2,7,10;32,2,14,43810;10,2,15,1270;
42,2,11,1580;87,4,15,38322;84,8,15,49131;
100,2,12,1257750;23,4,11,1185880;28,8,16,36360;
10,0,7,650;58,6,10,15052;12,10,15,3145836;
11,4,8,196;52,10,21,11942;74,16,26,191632;
50,4,15,47940;53,8,11,7660;30,8,20,106486;
87,4,13,855;66,8,21,12080;96,14,25,5382;
8,2,13,5220;28,2,6,477276;78,8,12,1361094;
98,2,10,190;96,2,15,38706;45,6,9,2000208;
11,4,7,2362168;98,10,15,96720;52,14,16,3308;
11,0,3,3008;99,0,8,6744;30,0,6,12316;
50,6,21,27610;49,12,20,50;45,14,18,15792;
12,0,12,5663;19,2,11,217;78,4,11,110432;
28,6,14,1122;29,10,20,5688;66,10,15,820;
45,0,15,2862864;86,6,10,123776;63,6,10,19178;
97,2,11,45;12,6,15,83719;67,6,17,229500;
2,4,18,175;65,10,16,99843;98,12,23,10200;
59,4,18,14974;68,10,13,1940;31,14,21,3535;
24,2,9,215730;74,8,16,96096;67,10,26,5930;
69,2,6,20297;77,6,16,16335960;88,12,25,23180;
46,0,4,390;83,2,14,2195;4,8,12,180;
77,0,4,657450;51,2,8,19500;5,2,9,274206;
34,4,8,100;32,6,15,2840;65,10,18,11094;
93,2,4,55143;72,8,18,244287;27,14,20,4332;
47,6,15,385428;76,8,18,99;65,8,21,31422;
97,6,10,3255;96,6,9,45708;24,6,13,744;
25,6,16,48538;54,6,18,1297926;19,10,13,1040326;
87,0,8,162;56,6,17,44082;23,6,17,155170;
54,0,1,12;51,4,18,1654437;17,8,13,5660;
41,2,6,837570;63,6,15,62224;16,6,19,159183;
53,0,5,364200;87,0,7,2979;55,6,20,28750;
91,2,7,19626;17,8,14,720;71,12,15,1420;
100,6,14,14910;30,6,10,1160;55,12,21,3760;
74,4,8,2656;40,6,9,70;5,10,13,558;
4,0,8,237840;28,4,8,9642;49,4,13,7905;
92,6,17,1111116;44,6,8,165231;38,12,24,40905;
45,0,7,22096;49,4,9,88;77,8,13,18100;
35,0,4,258822;84,4,11,247770;21,6,13,8068;
62,0,7,7563;20,0,7,15376;47,2,12,1292;
13,6,11,2596;53,12,25,59280;1,16,20,255;
25,0,8,3130715;17,4,8,46680;12,6,11,8;
5,4,7,684;21,10,23,29086;90,16,24,210;
50,2,6,110;84,6,18,93870;33,10,15,1917;
75,6,15,570;69,12,18,15622;46,16,26,288410;
52,0,13,8900;78,0,11,6965;39,6,10,25125;
77,2,11,30870;94,4,6,154;83,8,12,50639;
23,4,6,4710;48,4,11,180;76,10,14,36966;
5,2,9,234636;87,8,11,4714659;5,14,23,833412;
98,2,14,35970;64,2,10,12;21,6,18,9572;
62,4,10,189;5,8,20,144942;6,12,21,13104621;
38,2,13,3585;89,2,9,35890;36,8,15,2484;
58,2,7,4473;16,8,14,27324;78,12,24,7406;
23,0,11,619880;20,2,15,3552;68,4,10,939120;
59,4,16,4780;4,8,15,25200;36,14,19,1114;
11,4,8,39008;98,10,21,440;60,12,21,456;
45,6,9,943888;69,8,21,342;71,10,21,13470;
31,4,12,15772250;71,8,18,9690;83,14,23,3395;
83,4,15,12957;38,10,13,4197;53,14,27,562100;
82,6,19,23060;77,10,21,34880;73,10,14,420040;
44,6,10,13167;67,8,15,346190;45,14,25,29584;
72,4,20,2637;31,10,16,18195;80,14,18,253095;
31,6,10,195;28,6,15,15762;75,10,15,3831;
34,2,5,67690;29,4,8,63720;14,6,10,191874;
6,6,19,9;57,10,15,73575;38,16,29,8487;
42,2,9,105;55,8,17,10840;84,14,24,1707885;
1,2,7,9570;7,2,6,301485;9,4,12,1269;
89,0,9,810;49,4,13,90;26,6,10,14442;
38,4,16,10458;86,4,13,65848;96,6,8,606;
17,0,4,480490;69,2,13,1814;51,6,17,1566;
53,0,3,12506730;20,6,16,23783644;23,6,13,54630;
62,0,4,52323;61,0,8,39505;59,0,4,2716;
49,4,13,1991;54,6,17,135438;46,12,17,1470;
31,0,10,1200;63,2,10,5282;38,6,17,68742;
81,4,9,9286;14,10,18,1747542;66,10,18,750;
24,4,11,14934;5,6,12,76068;15,6,15,3880;
11,6,16,1324;31,6,14,5950;58,12,18,350;
15,6,13,5569096;26,8,11,2994252;59,14,25,25868;
5,0,12,4296;21,2,15,562;36,6,13,23778;
99,2,13,18306;55,8,15,91220;48,10,15,46815;
29,2,11,13140;84,8,15,38943;47,8,13,6270;
70,0,3,19074;48,2,11,8220;41,4,10,27115;
40,4,16,2079;94,6,13,20398;16,8,14,93627;
27,2,8,140688;28,2,10,109410;68,2,16,465450;
69,2,16,384;97,4,19,154345;4,4,7,1900;
36,0,10,722;5,0,13,74520;4,2,13,2074710;
9,0,4,1197;92,6,19,235356;64,10,23,275394;
49,4,15,385;2,6,18,10;47,12,21,14730;
41,4,16,2610;42,4,18,410375;55,8,15,24100;
89,4,16,2370;50,4,11,33480;99,10,16,2472;
92,6,10,78;97,12,15,25795;54,12,23,58134;
34,6,16,1910;99,10,16,177;20,14,28,5046;
46,2,6,446340;52,4,10,194;66,6,13,2440;
2,4,16,731275;40,6,12,1330;94,6,14,5929;
6,6,17,16560;15,6,16,96904;96,8,19,6816;
20,6,15,6946;100,12,21,21996;59,16,29,125088;
18,2,10,14000;1,6,9,19005;70,6,18,28092;
96,0,10,17268;46,2,7,60;47,4,21,27088;
76,6,13,15;21,12,18,25046;27,18,22,666;
79,2,7,191555;97,8,12,70150;84,14,27,154620;
70,2,12,2010;46,2,9,4620;100,2,5,18;
49,0,9,5603;7,4,9,26020;97,10,20,720;
42,4,19,8200;19,10,14,4473;99,10,22,349158;
100,6,10,662568;47,8,16,2350;26,12,14,2010066;
94,2,14,1624;92,2,17,513;27,6,17,297;
79,4,8,26800;42,10,14,1261490;38,16,25,849;
41,0,11,1616245;21,0,4,1082;37,2,14,142346;
88,6,15,956110;68,8,11,2130;20,12,22,19460;
14,0,10,45402;86,4,16,493032;52,6,9,4;
33,0,11,14846;54,0,3,11040;3,6,18,239542;
30,2,10,24454;14,8,11,2598;92,8,13,33444;
24,2,5,11708526;68,2,7,8420;3,8,21,1588;
69,0,12,157047;23,4,8,744140;7,4,16,79290;
95,0,5,8255;12,0,11,225;42,6,16,14019400;
9,4,16,129582;39,10,22,31068;78,14,23,42042;
52,2,10,5464;19,8,11,329;82,8,20,58978;
12,4,16,2997;36,6,13,11514;3,6,9,21440;
18,6,13,380;26,8,22,29106;99,14,22,666;
94,2,11,1190;11,4,7,16608;43,8,12,616;
51,4,12,1260;8,6,15,22652;26,6,17,10566;
80,6,9,533;70,6,18,151230;2,6,14,4318095;
36,6,14,7402;6,10,24,9990;88,10,18,1174100;
15,2,9,49992;39,8,20,2790;62,8,17,33;
41,6,10,4485;2,8,9,760;55,10,18,4070940;
31,0,8,5325;89,6,10,182660;36,10,14,5556;
100,4,16,2262;73,4,10,9320;13,8,12,1684;
10,4,7,5690510;94,8,12,236852;5,14,25,13410;
5,0,8,192;46,2,6,52100;18,4,11,695236;
84,4,16,118341;91,4,9,1647;59,10,14,1392410;
22,6,13,3024;30,12,17,11162;20,12,25,964;
50,4,9,21590;30,6,14,48012;95,12,16,7725;
57,0,4,54495;78,4,13,11431;99,4,7,133872;
34,4,14,27290;82,4,14,8694;53,6,11,1140;
17,4,6,3670;27,4,15,117;24,10,19,7425;
84,0,6,9918;2,2,12,3060;19,6,12,27188;
56,2,10,2850;7,8,16,2720;66,8,21,9260;
10,6,20,12520;33,8,21,45332;79,14,22,304645;
48,4,14,132440;54,4,11,19350;66,10,20,4020;
93,2,10,36828;1,2,6,935;57,8,17,303450;
54,0,9,194538;48,0,6,7540;61,6,13,1731;
66,0,10,83620;4,2,7,107720;42,6,14,7765;
13,6,13,4196;2,8,20,915;4,14,26,3700;
65,4,9,963;50,4,12,310;99,8,11,116058;
23,4,14,60740;71,6,17,3746;27,6,14,1353;
89,4,11,4280;31,4,10,55705;95,8,13,26660;
5,6,14,1267692;91,8,17,227988;15,10,18,2256160;
82,2,11,79014;72,6,10,29601;21,10,21,1234000;
86,2,9,30576;25,4,17,245049;99,10,22,5694;
26,4,17,294;78,4,9,281099;93,4,12,13545;
66,6,9,280;5,8,15,762966;11,10,15,145752;
33,4,9,690;32,10,22,1354050;50,16,28,198830;
73,4,9,35890;38,4,7,3132849;18,6,12,14280;
27,6,10,4437;94,6,10,126;89,12,16,25210;
31,6,14,6635;84,8,13,823047102;22,8,13,553194;
61,0,10,7966;95,6,10,2425;49,10,24,7007;
83,0,14,137;22,4,12,1299213;97,6,13,6870;
32,0,9,41240;74,6,8,213568;68,10,13,1334490;
13,4,13,19252;2,4,7,240;37,10,17,876;
86,0,5,123504;33,2,11,44;21,4,17,3528;
41,0,8,1880;29,4,13,256548;18,6,13,810;
54,2,7,1278;57,8,20,5967;90,14,19,154535;
95,6,19,16055;55,6,9,76670;61,6,14,11;
48,4,14,524990;36,6,10,43862;17,10,24,406070;
83,4,18,45;77,8,13,13200;18,14,22,1388560;
28,0,4,1007118;58,0,11,19403;80,6,13,21918;
83,4,14,25;8,4,13,118;96,8,12,27552;
97,6,18,95;96,12,24,50628;52,12,17,1954;
96,6,11,1578;60,6,11,11094;28,10,23,1788;
62,0,13,22212;20,4,17,38256;56,8,16,606;
46,2,6,340;59,8,12,3480806;50,10,20,312990;
42,0,8,89565;19,6,16,1501171;13,6,15,984;
68,2,6,410;59,6,16,526;46,6,15,1122690;
56,4,14,12534;59,10,25,113042;20,16,24,35526;
87,0,11,2448;14,0,2,5472;66,0,12,97820;
44,6,10,185400;56,12,15,3558;56,16,25,91392;
49,2,14,10427;86,2,9,3368;31,8,16,298750;
69,0,9,197;44,2,5,99;73,6,11,4380;
20,6,15,326;83,6,21,221;93,12,23,9369;
60,6,9,106776;27,8,16,33324;16,10,24,196668;
85,6,16,2282;34,10,19,15610;6,16,21,7965;
20,6,16,2244;41,12,17,91220;16,14,27,2398032;
16,2,8,42705;90,6,13,293255;45,10,21,117088;
59,6,10,334;13,12,16,20744;69,16,30,4509;
56,4,12,1716;42,6,10,209985;38,6,13,3912;
64,4,17,4572;62,8,16,84729;2,12,20,21926910;
68,6,14,118410;77,12,20,15520;90,14,22,725;
39,2,5,7350;95,6,18,6965;24,10,24,6936;
67,0,2,28425;49,2,16,2023;72,6,20,1152;
97,4,16,44870;1,10,18,9055;74,12,17,664;
53,0,11,9870;9,6,9,44478;6,12,15,2682;
41,6,20,48345;11,12,24,21784;49,16,19,56476;
35,2,17,38229;33,2,6,31;66,6,14,14410;
23,2,12,1860;76,6,15,171;1,6,16,284415;
