28,6,14,213056;10,12,26,772320;30,14,22,192600;34,18,22,530;2,24,33,12204;24,24,34,72;29,24,32,68952;37,24,35,14553;43,28,40,102105;32,34,42,465;37,38,41,65625;10,40,56,301340;37,46,56,6538;24,50,53,1594026;23,56,61,275928;10,58,61,130;46,58,63,157164;29,58,67,12754;24,62,74,697986;1,62,69,1798;21,66,79,178;
36,4,8,77525;2,6,17,91773;38,12,15,2894487;6,16,21,20718;45,18,30,1234552;22,20,29,88767;5,20,27,404;42,22,25,1204;35,26,29,719255;40,26,33,152706;30,26,32,53980;15,26,38,45333;31,30,34,145326;23,34,42,159704;17,36,44,208467;41,42,49,12276;39,44,58,42236;46,44,55,9552;44,44,54,7625;6,46,56,3621;14,48,51,11533;
40,2,13,118056;44,8,18,3355;35,10,17,108625;14,10,22,42473;13,12,16,95148;30,12,15,3620;12,14,25,3515;29,16,28,23848;19,20,28,102105;12,26,29,53170;23,28,41,41984;7,28,33,135;42,32,47,1232;37,34,49,329;2,34,42,167049;45,36,43,308796;40,42,46,1095042;23,42,53,7800;39,44,57,448;14,44,52,3629;6,46,59,450144;
17,6,16,111727;12,12,23,3875;38,14,24,2042;20,18,22,807310;36,24,38,2315;41,24,33,2406;4,24,29,19838;26,24,28,474;33,24,30,21871;30,24,28,103950;31,24,31,27270;22,30,37,146313;37,36,41,12544;14,36,39,7761;14,40,45,59;45,42,52,15852;10,48,53,843740;20,50,54,2590;32,50,54,77420;5,56,59,46904;40,60,67,3522;
37,0,2,69734;36,0,4,360;3,6,16,197950;11,12,16,19930;43,16,20,7897032;44,22,34,360;3,28,39,21340;4,34,39,26474;21,38,49,20180;42,44,48,9317;6,44,55,583929;23,44,49,13480;26,48,56,22;46,54,68,102192;24,56,64,5949;35,60,67,1500;5,64,76,40400;37,68,76,20027;15,70,81,454473;24,74,80,812394;6,78,82,202641;
31,4,9,5406;46,10,22,174348;37,12,25,211232;38,12,25,434;36,18,26,13105;32,22,33,128030;36,26,33,143465;13,28,39,3312;39,28,33,2389288;14,28,30,1649;44,34,46,43035;41,34,38,6658;30,36,41,6630;43,36,46,118980;23,36,40,17264;12,38,48,2572920;34,40,47,49250;44,46,54,24560;36,48,52,96015;25,52,61,2421;38,52,64,54849;
42,2,15,2403849;29,8,15,1566;9,12,17,14700;5,14,27,18260;9,18,27,139242;6,24,28,13728;22,28,37,81306;37,28,39,0;24,32,37,101232;14,38,46,118675;46,38,47,5982;35,40,48,12325;5,42,56,246324;21,44,54,792830;29,50,53,6;24,54,67,26262;33,58,61,13024;1,60,63,67;11,66,75,4250;38,66,79,6358;40,66,78,6600;
40,2,12,1686;17,4,7,10262;33,6,18,188744;5,10,17,7964;6,12,17,3426;9,16,31,372228;45,16,31,1384;26,18,29,80;15,18,21,32725926;5,22,27,43604;32,28,40,132005;3,32,36,78260;39,38,43,3192;21,38,43,7266;1,40,46,13;22,40,52,88722;30,46,57,174740;47,50,61,253480;42,52,62,1456798;29,54,63,942540;11,56,68,12225;
28,0,12,3080;35,4,19,30;22,8,17,2043;33,10,17,30897;17,10,16,98532;3,16,29,304350;36,22,25,305;33,22,30,1639;37,28,37,126;1,30,34,423;24,32,42,34929;13,32,43,5049;32,32,35,2250;25,38,47,2265;29,44,56,214;26,44,53,68704;21,46,54,28;20,52,58,484410;43,54,67,5859;14,56,63,18975;5,56,60,122736;
43,6,10,8982;2,8,13,197541;34,8,10,50460;45,8,11,24945;39,14,23,1136032;6,20,24,624;30,24,37,1535340;20,28,31,18750;18,32,36,17584;2,32,42,981;16,32,44,28100;7,36,44,2538960;12,42,55,105;34,44,47,1800;31,50,58,13572;2,50,54,114435;30,54,58,592360;10,58,71,3480;6,58,67,2949;43,60,73,538461;5,64,72,3744;
39,0,7,2944;45,4,8,3013;22,6,16,153;30,8,13,690;23,8,16,386872;29,14,29,252;24,18,26,2666268;2,22,35,189;19,24,36,7686;34,26,28,3113120;18,30,38,190;14,34,47,607;41,38,43,21970;1,38,44,7;40,44,57,1086;42,46,56,56;24,52,59,29133;26,52,56,108;44,56,67,12875;24,62,67,123327;34,62,69,6880;
42,6,11,6097;15,12,16,115605;39,16,21,32832;14,16,25,14762;23,20,29,13984;46,24,28,486468;45,26,36,479;9,32,45,891120;3,32,40,5960;18,38,45,2234;45,40,51,43104;7,46,53,9875;25,52,54,4050;9,58,67,5118;20,58,63,6790;21,58,72,110090;25,60,70,33531;3,60,64,513260;33,60,73,1555;5,64,77,96664;34,66,69,8780;
16,4,8,38256;5,10,13,69084;8,10,18,286562;7,16,25,204015;30,16,27,8990;13,18,20,9018;13,22,25,3681792;10,26,31,10490;27,28,32,13630;8,28,38,20604;29,34,43,318;7,36,47,87775;16,36,44,457060;34,40,48,31520;23,46,55,2984;11,46,55,487345;38,48,55,776;43,54,57,120897;9,56,64,3036;35,58,72,3705;45,60,65,62;
3,4,13,61840;32,4,19,137165;39,4,7,192;4,10,21,7063;34,16,23,291560;2,22,26,342;42,28,37,12068;43,32,37,23346;28,34,36,19824;1,38,41,2023;43,40,50,17478;41,46,50,12;7,46,53,117725;19,48,53,414;20,52,60,5690;5,58,66,225392;45,64,68,1049720;37,66,73,2170;28,70,74,488184;16,72,86,4728;34,74,86,1481320;
13,0,3,2529;4,2,11,18914;40,8,20,198024;10,10,20,1700;33,14,24,1072516;17,16,29,272776;36,18,21,3470;22,22,38,68886;6,24,26,432237;47,24,27,161848;3,30,40,79560;42,36,44,34986;46,42,47,17802;16,46,51,71664;22,52,55,11421;25,58,70,175086;22,62,66,2034;11,62,77,5880;35,64,68,33485435;30,68,70,20240;13,74,86,7956;
22,6,9,19089;24,6,15,48762;47,8,12,896;42,14,22,8827;39,14,25,49368;43,18,22,94698;40,18,29,58470;45,20,32,1858;32,20,27,9715;3,26,35,247020;32,30,38,2305;13,34,40,3510;28,34,38,2272;6,38,46,799629;13,40,52,927990;42,44,54,7588;1,46,50,13491;36,50,55,715;27,56,69,24984;29,56,64,42;28,56,65,68808;
14,6,14,2736;2,6,10,42786;19,12,24,47556;40,18,30,23424;5,22,33,117848;7,22,30,6455;4,24,40,34855702;47,24,28,14280;25,28,36,1926;14,28,30,9658;41,30,35,2672710;23,36,48,3896;29,38,47,3786;24,44,54,72108;6,44,52,54;45,50,53,4661;11,56,63,19015;23,58,63,4776592;2,58,69,142389;8,60,68,385876;3,66,80,4230;
26,0,4,334804;1,0,11,15085;26,4,13,8;22,4,10,6498;47,6,8,5808;41,10,14,198;34,14,18,21370;10,14,26,287660;11,18,20,12680;37,18,27,497;38,18,24,2777;11,20,27,30;1,22,31,7063;16,22,35,5784;45,26,32,33664;26,30,43,9348;39,30,36,2052;2,36,50,1998;41,38,46,428158;9,38,49,829062;34,40,51,2467390;
28,4,7,4499608;38,8,16,243;27,12,17,8418;36,12,19,133985;7,12,21,1185;35,18,21,169940;9,24,29,303390;33,30,44,6681;17,36,39,9737;30,38,41,257740;24,42,52,11242998;3,46,51,190;34,48,56,1960;33,52,56,24519;21,52,54,3176;15,56,69,145062;6,62,68,213;24,68,81,2646;3,72,75,470;28,74,85,9896;40,80,89,2526;
38,6,12,470384;25,6,17,324483;28,6,14,11627088;40,10,20,258;32,12,24,14240;35,18,21,8080;14,18,26,46439;41,20,24,15496;5,20,30,10032;6,26,29,17472;10,32,45,9280;14,32,35,182;25,36,45,17178;43,42,46,17919;12,44,57,4110;30,50,62,39580;31,56,69,138708;4,58,67,10668;21,60,69,10652;10,62,76,6531430;43,66,71,26730;
10,6,21,13330;25,6,14,17280;38,12,19,930;45,16,21,20898;46,16,24,42;16,22,30,399428;42,22,31,13671;2,26,34,12159;31,32,36,167496;14,34,41,39258;45,36,51,729040;11,42,50,340;32,44,51,460095;24,48,54,8064;2,52,64,1719;33,58,69,1300;40,64,69,58800;39,68,73,24184;37,74,83,300342;26,80,91,30;19,86,99,81;
35,0,7,1279055;25,4,9,6909;33,8,21,9201;32,14,28,34730;7,16,20,89295;6,22,31,594;26,26,35,42070;24,32,35,1434708;25,32,36,13980;37,38,44,411957;45,38,50,8812;42,40,47,77077;31,42,45,12486;16,48,59,9832;44,50,64,3235185;7,54,67,509595;21,58,70,1040;20,64,77,4300;26,70,84,26620;45,76,90,1361;27,78,90,776;
20,0,8,8800;42,6,15,1379;4,12,19,21413;38,18,30,103366;34,24,34,8390;28,28,42,455104;41,30,33,7036;27,36,49,34900;2,42,49,18;5,44,51,1236;1,48,57,8;13,54,58,3096;27,58,61,7872;23,60,73,5512;6,64,71,235383;28,64,73,288;22,68,79,20079;44,70,74,7350;42,72,85,1130367;24,72,76,7380;33,78,88,904;
21,2,6,521710;7,2,13,4380;14,6,11,81;46,8,13,513162;2,12,17,65394;10,12,15,536090;38,14,24,213295;26,18,30,564;44,22,31,1135;37,26,37,5985;36,30,39,71485;32,32,45,224815;2,32,35,7218;11,32,46,4485;42,38,52,2492;27,40,44,4556;44,46,59,34460;19,46,54,2610;27,48,53,112;40,54,65,108454176;14,54,59,53;
32,2,9,142360;26,6,12,1484;15,12,22,46458;28,12,20,6488;27,16,26,43398;18,22,29,1666;23,26,33,1238128;30,32,45,14370;40,34,44,119610;3,36,49,2260;36,38,51,1089590;39,40,52,147336;40,46,58,92508;11,46,49,106585;1,52,66,11773;46,54,66,2988;25,60,67,53751;31,60,69,28350;18,66,77,4626;27,66,72,290628;4,66,71,3066;
47,6,10,819840;42,10,18,21770;14,14,23,100;11,18,21,13455;20,18,26,820;1,22,25,908027;35,22,29,3030;22,24,34,391725;24,28,43,1456245;25,34,48,511446;46,36,48,11478;31,38,52,672;36,40,52,5285;34,40,52,2550;21,42,47,65400;8,44,55,786;43,46,51,500562;35,50,59,11655;10,50,54,444810;22,56,60,2304;1,60,70,57821;
37,6,10,22526;33,12,18,74043;9,12,16,364374;31,18,26,64944;34,20,24,894160;46,24,29,348;44,26,36,29570;9,32,43,2658;45,32,45,2843;1,38,43,7939;8,40,54,3292;42,44,54,56;41,46,51,764;16,52,56,2304;12,54,65,162960;5,54,61,87940;42,58,69,181447;38,60,70,4301;29,62,71,38;26,66,73,43666;36,68,76,4880;
38,6,11,14555;12,6,16,8255;3,10,20,2560;35,14,25,11590;20,14,24,42300;4,14,27,67354;21,14,18,580;33,16,26,17249;9,22,27,462;8,26,41,364;44,28,42,1440;28,34,42,24;17,40,51,1239;15,46,51,3600;23,52,56,2271936;21,52,57,212;42,54,64,8687;40,56,61,390;2,60,72,1084851;10,66,73,274640;34,72,79,4348470;
28,6,16,211104;20,10,13,64020;4,14,18,273;13,18,23,104382;6,24,37,73218;32,24,34,105;16,26,35,35284;18,28,29,20264;37,34,36,1036;2,40,49,611199;8,42,54,1928;42,46,58,85127;33,50,61,94;46,56,69,415032;20,56,60,100240;35,62,77,125015;16,64,71,738772;26,64,76,284;12,68,77,3575;31,72,77,4752;26,78,90,10220;
14,6,19,56772;19,6,11,203985;16,10,14,54908;23,10,14,528;33,14,19,740;11,14,27,20815;25,20,27,1458;12,22,34,825;9,22,26,8604;42,26,35,10822;9,26,31,51714;28,26,33,108312;27,30,42,3160;35,34,44,24615;43,40,54,875025;8,44,52,3540;14,48,61,2171;16,50,59,5824;9,52,63,582;11,56,61,588810;5,60,64,26324;
44,2,5,6710;43,8,18,3051;7,8,13,85;14,8,17,959;44,10,18,665;22,12,24,86121;11,18,22,800;12,22,33,20550;10,22,27,1100;6,28,32,7629;26,34,38,4560;12,34,47,38945;44,36,42,590265;42,36,45,18760;38,42,48,781;1,42,45,89055;5,42,52,61460;10,42,54,2374070;26,48,51,8828;22,48,56,121194;3,48,52,7640;
47,4,12,22576;42,10,13,63;5,14,20,17384;42,20,28,19999;30,20,27,10360;45,22,29,2491;20,28,41,27990;32,32,43,705;29,32,42,78462;10,32,45,2370;26,36,45,166318;14,38,48,386;27,40,50,6408;12,40,51,19295;46,44,59,51288;25,48,52,3048;43,52,62,201339;45,56,70,14105;19,58,67,2826;12,58,62,5070;17,64,65,21819;
6,0,11,8133;24,0,12,21357;45,6,15,438;26,10,23,65952;12,16,20,21600;31,22,27,23274;15,28,41,3294;13,34,38,79326;5,34,45,192832;34,34,39,540;22,36,41,430632;21,42,47,147526;40,42,55,26340;17,46,49,105434;41,50,62,60420;25,56,69,630;15,62,73,83457;6,62,65,10002;29,66,73,2686;3,66,70,8360;33,68,80,1284;
19,2,13,7038;40,2,11,648;41,6,16,610;7,12,22,5293525;2,14,25,25101;40,18,28,27126;42,20,31,259;37,26,42,3570;32,32,42,81925;7,32,45,15570;8,38,44,76114;44,38,44,76265;17,40,47,7413;19,44,53,27972;24,50,58,189;4,50,59,77840;8,56,68,32850;27,56,69,66;26,56,58,1584;25,58,69,6;4,60,71,1911;
30,0,9,17980;41,6,10,2940;40,6,14,53964;37,10,14,24353;10,10,21,3749070;22,14,18,14859;1,16,23,18600;33,16,27,325;14,18,22,255027;30,22,36,1170;44,26,29,1846395;6,26,34,18180;19,30,37,1782;18,32,36,232;21,34,45,191208;30,36,49,7080;46,36,50,36018;2,38,43,136386;32,44,59,590;34,48,63,2902660;45,54,64,221;
30,0,8,274190;45,0,10,11367;40,6,17,1266;15,12,18,15804;39,12,20,384;31,16,27,57882;39,22,30,112852;13,24,26,3159;38,30,34,11747;40,32,41,44838;41,34,41,1084;24,38,51,12429;25,38,49,39;33,42,50,251;21,44,52,6938;12,44,54,11895;32,46,58,10;20,50,61,240;14,56,69,110;39,56,60,423444;33,60,65,57145;
6,2,14,1578;29,8,22,120234;31,8,11,462;45,8,17,1231;42,12,24,6265;38,18,26,142929;6,18,28,190131;16,20,30,72;46,20,27,510;22,20,26,85707;1,22,29,14219;27,28,41,41602;15,30,37,1395;44,30,44,4590;18,34,43,9552;16,36,40,496;19,40,48,4401;16,40,47,10092;8,40,53,668070;14,46,55,26388;26,52,60,2;
7,2,13,8315;26,6,20,724;21,12,19,188;27,16,28,970;8,22,26,4544;16,26,41,3295992;24,26,38,149085;4,26,29,32886;36,26,35,1375;41,28,39,12922;44,30,43,37970;18,32,45,684;17,32,39,19089;40,32,46,1032;30,34,46,373030;6,34,46,942;43,34,41,3582;9,36,38,72666;39,38,46,1420;4,40,44,42;24,46,50,14733;
40,2,9,1038;17,8,12,1350755;35,12,21,215;7,12,23,485;33,16,30,25668;39,20,30,16324;24,26,34,7407;12,30,44,35705;46,30,39,18132;14,34,40,2338;8,34,50,12822;3,36,41,1434650;46,42,49,204;6,48,61,21609;47,50,54,3630728;23,52,57,12504;5,54,64,21900;20,54,60,300;31,56,59,840;11,62,71,19345;3,64,71,11480;
28,6,10,3760;15,12,19,11169;12,16,25,235;28,16,20,21464;9,22,31,6852;45,24,27,3576;46,24,37,97302;12,26,29,2720;6,28,36,16203;17,30,42,609;42,36,44,602;4,38,40,96397;8,38,45,90204;16,40,46,8568;40,40,46,14544;38,44,47,198434;15,44,51,87318;7,46,56,1420;39,46,56,84;41,48,54,19800;21,54,66,216224;
29,6,10,114;23,8,17,848;11,12,21,2765;10,18,21,278870;3,20,29,7520;39,22,30,158056;27,24,39,97938;19,28,41,9099;18,30,37,3388;46,30,41,24168;28,32,36,448776;35,36,40,1537175;13,40,48,1008;30,42,48,19790;14,42,44,3322;39,42,55,15580;19,46,56,1431;21,46,59,16832;28,46,57,175192;12,48,51,293765;37,48,50,347711;
13,4,7,289998;31,6,10,48786;34,6,20,921960;2,12,17,183060;39,16,18,320;39,20,31,644;47,20,27,1064528;40,22,32,21426;34,28,31,449680;11,30,39,53705;32,36,51,2250;1,42,49,46;9,48,52,2742;4,54,64,903;9,54,59,132;27,54,56,1780;10,60,73,138940;15,66,78,3528;5,66,79,4460;47,72,81,5560;12,78,88,85;
19,4,17,46647;9,8,11,48;15,10,14,22995;11,14,21,14095480;42,16,26,1169;21,20,27,904;1,22,36,23785;47,22,30,8;32,22,29,1035;31,22,26,360;11,24,30,2975;38,28,31,3694;2,34,36,2386926;1,36,43,148;35,38,49,24175;6,38,44,8724;26,40,49,624;47,40,44,1936;9,40,44,26586;32,46,57,1190;34,46,58,118860;
41,4,14,450;26,10,20,32872;47,10,13,232576;16,12,29,20316;33,14,18,48199;44,16,27,12420;37,18,32,20286;17,24,27,12243;5,24,32,244192;9,26,34,2616;25,28,32,1875;22,30,42,1413;39,34,38,17060;42,40,47,555632;40,40,44,95316;43,44,51,93213;35,48,51,5525;8,52,64,397248;39,58,62,5892;6,62,68,5988;10,66,71,3460;
32,4,13,25;22,8,16,723060;40,8,13,4350;30,14,23,86230;42,16,30,7261807;7,22,25,72005;16,24,29,85068;11,24,31,7910;17,26,40,7952;13,30,37,1575297;30,32,34,16295330;39,36,48,26228;32,36,46,195475;35,42,51,145060;29,42,49,6218;36,42,54,8170;16,48,59,168;24,52,62,2810565;10,56,61,150;27,60,68,4074;44,66,80,32550;
43,2,6,154557;12,8,19,73320;6,8,14,39141;21,10,14,1114972;28,10,24,10464;33,16,21,3544;1,16,22,11382;36,18,31,14510;42,22,35,53354;6,28,33,34896;4,34,46,145908;46,36,44,955632;18,40,50,9334;37,46,51,1827;3,48,58,36490;26,52,57,117860;19,54,67,1836;12,60,70,29094245;45,62,66,99;30,62,71,90;42,62,72,11179;
16,4,20,92;3,4,8,135330;21,8,18,899944;20,14,18,3210;2,20,30,1341;27,26,30,2116;15,30,37,11646;34,32,44,281200;16,32,45,956;27,34,46,1670;18,38,51,6820;9,40,48,1854;14,40,43,2764;35,46,61,10475;23,52,56,44544;36,58,69,338570;16,60,73,44;3,64,70,1317800;34,64,72,629750;29,66,72,6990;40,72,77,28026;
7,2,13,37770;24,6,13,333;10,10,21,2540;15,16,18,1833336;46,22,25,2562;32,24,31,490;42,26,29,198583;17,28,33,1335257;23,28,34,41738520;6,28,34,1554;41,34,48,68;35,38,42,634835;13,38,43,481320;3,40,54,33140;27,44,53,76650;1,46,52,2895;14,50,58,14182;36,50,54,1260;25,52,60,11223;18,56,60,10780;28,56,61,1920256;
28,6,20,3120;44,8,21,96125;39,8,16,50812;14,12,22,229;36,18,26,373815;3,18,30,17430;14,22,29,142;43,28,32,1593;39,32,42,2940876;46,38,48,372618;39,44,50,87952;29,46,52,347024;14,52,65,1144;10,56,60,144370;20,58,70,8360;3,58,61,469130;44,64,78,259825;32,70,80,8155;40,72,74,2406066;12,74,77,5835;14,80,92,4492;
41,2,6,14072;16,8,13,46644;16,14,20,280024;47,20,34,1880;20,26,32,309680;21,30,41,68130;24,36,47,1555677;7,42,53,21895;9,46,53,779874;28,46,54,530384;36,52,55,9435;46,54,58,1170;5,60,70,30352;18,60,71,376;22,62,65,2700;47,62,66,31868736;14,66,76,43308;3,72,80,26520;37,76,84,9310;3,80,93,10;16,82,89,13152;
32,6,14,15800;37,12,21,416465;22,16,20,1008;4,16,24,297799348;5,20,30,200;22,22,25,3478680;19,22,32,9639;6,24,37,1719;13,26,36,10429389;2,28,40,278793;25,30,35,45423;24,32,47,45;25,38,42,122505;9,40,42,24042;40,44,57,1596;41,50,62,24930;7,50,53,1530;35,56,65,17490;42,58,75,2527;30,58,64,93800;39,64,79,49780;
47,6,15,1392;18,6,11,3206546;34,6,12,12290;2,10,21,2646;40,14,17,90;41,14,26,1162432;31,14,24,108;42,14,20,1459101;44,18,26,2645;6,18,28,2388;14,24,28,3251;2,28,42,103833;25,32,46,369;7,36,46,29205;16,40,44,160276;3,40,44,32950;6,46,49,6;14,46,55,38;26,50,62,4436;18,54,59,852;7,56,66,4640;
38,0,7,15269;18,0,9,12504;45,4,11,9255;20,6,17,3380;4,10,17,37569;28,14,23,6896;9,14,26,1494;45,20,34,25196;13,26,36,43457751;29,30,33,156520;5,36,50,5704;35,36,43,229800;12,36,48,1293010;28,36,45,1824;22,42,46,69264;37,42,46,32690;27,46,57,135200;37,48,55,59577;6,54,57,14406;29,54,69,2124;36,54,65,6480;
26,4,13,90440;41,8,11,68;15,8,15,2826;44,12,20,89605;30,14,18,76900;45,14,17,1;22,18,31,175194;16,18,22,220;35,20,26,25005;5,24,29,98896;10,24,32,213780;3,24,33,11190;34,28,31,1950;14,30,46,5193;32,36,44,2630;23,42,46,20552;2,42,45,2061;14,48,53,680;22,52,56,298215;13,54,65,13437;14,60,64,8520;
9,2,14,762;26,4,9,38;16,8,12,1776;21,10,25,22828;24,16,20,4770;42,16,21,448;43,22,29,8766;8,28,32,2698;36,28,41,10880;17,30,42,917;25,30,34,183591;26,34,47,1178;9,34,48,8310;43,40,50,43317;22,40,54,3555;6,44,47,735;29,44,48,33344;31,48,56,67080;44,50,60,41640;17,56,63,29764;35,60,68,103085;
32,2,5,765;19,6,13,57771;31,12,24,34554;36,16,19,1880;36,20,25,671075;24,22,29,1091448;46,28,36,10980;2,34,50,5247;37,34,43,2898;30,38,46,13190;34,38,45,32350;25,44,52,120;3,50,56,294690;16,56,62,992;17,60,66,4081;10,60,64,860;2,60,71,30087;20,66,70,252220;13,66,76,42651;3,68,74,18320;29,68,77,82440;
25,4,10,107238;8,8,17,2924;44,14,24,7595;29,14,19,31474;6,16,28,15537;14,20,28,160325;45,24,33,3830;15,24,26,9549;31,30,35,144714;24,32,39,19224;29,32,45,43914;37,32,40,13118;28,34,46,74392;33,34,38,2288;6,40,52,204;34,40,51,40;36,40,43,6970;25,40,45,33150;44,40,49,13215;11,44,49,66630;47,46,56,576;
24,4,7,8649;21,10,14,5962;34,16,23,125400;2,20,23,31005;45,20,33,2396;29,20,28,13310;42,20,32,80430;27,20,27,65454;44,26,36,10035;22,32,36,88515;33,34,47,3655;3,40,46,693810;28,44,55,33248;45,44,55,441;30,44,51,5150;38,46,49,3146;44,48,61,7150;42,48,56,1127;15,52,56,3249;20,54,65,720;15,56,68,450;
34,6,12,110;43,6,18,4104;15,8,14,191511;6,14,22,249;39,20,28,1516;33,24,39,582;38,26,31,1871;22,26,39,38979;12,32,48,5330;39,32,48,114312;8,32,35,50898;30,36,39,650;16,40,46,1464;18,40,43,6776;4,40,49,11389;6,46,51,2670;41,52,61,84858;4,56,62,103901;3,62,74,11257850;35,68,72,34695;16,68,76,5980;
40,2,9,7236;16,8,19,91748;43,10,20,65934;41,12,23,700238;39,16,22,95292;32,18,23,32220;33,24,31,1026;37,30,44,876001;42,30,42,3262;1,36,41,249;41,42,49,73288;10,48,52,28790;19,50,58,182259;41,56,65,2960;12,62,65,495;26,64,72,75588;2,70,75,2511;32,72,74,1030;27,74,77,120;13,76,81,42147;42,80,88,2485;
46,6,10,34992;28,8,9,71328;42,14,24,1057;40,14,19,732;7,16,24,1031835;28,20,33,1280;5,24,35,9504;31,24,35,2904456;12,24,27,175;14,24,32,36;39,30,44,154496;44,34,39,10885;15,40,49,101340;44,44,56,11970;21,50,61,2498;6,56,58,3555;30,58,63,3800;33,60,74,15898;37,64,70,57442;32,68,73,14395;1,72,84,1337871;
