379,0,7,24234;606,4,17,13876;349,4,7,18618330;688,10,14,70572;484,12,19,38535;63,18,23,7479;171,24,28,15327;195,30,34,26532;828,30,34,14316;871,32,37,48;576,32,38,49560;622,32,36,27862;688,36,40,216;783,42,52,176382;481,44,54,155268;312,44,47,567496;784,46,51,947919;246,46,52,609147;567,48,52,36676;242,54,63,413;
170,4,10,352;475,6,20,639;929,8,22,144;677,14,19,221838;196,16,25,200686;874,18,26,930;438,18,30,3834;290,20,28,189;642,22,34,5532;299,26,40,1591000;121,28,41,7939;737,34,43,2619;14,34,45,5006115;517,36,45,3376;537,36,47,16070;991,40,42,308290;399,40,50,3993080;286,44,54,2615;448,44,48,11470;916,48,55,10793;
212,6,16,1024;410,10,19,3723;507,16,19,14550;951,22,34,39048;984,24,27,40380;671,28,31,1568;945,32,36,12638;848,36,44,11441748;716,40,48,36813;220,42,55,915792;235,42,48,471;138,48,61,3521;373,54,57,11070;612,56,60,31293;210,60,72,2528;175,66,74,1026;586,72,78,19360;305,74,85,1030;154,76,80,181509;505,76,81,7887;
484,0,11,77;48,2,6,4104;57,2,6,7445;364,2,11,744;985,6,15,146;401,6,12,265293;148,10,24,13090;798,12,16,11863;782,14,26,545;418,20,34,289208;676,26,39,10365;777,28,35,387308;269,30,38,4689;558,34,46,429144;841,38,44,8436;809,44,52,25468;705,44,54,330837456;51,48,53,81;510,48,57,12430;30,54,62,230596;
556,4,17,36980;674,10,12,31995;108,10,15,2228;754,10,21,7620;709,12,26,112686;228,14,26,174534;37,14,24,36;207,14,18,252822;997,18,28,1112;155,22,32,544680;733,24,28,141;737,24,29,21690;192,30,33,3255;597,32,44,6228;287,34,41,396;99,36,43,228586;959,38,51,6702;122,44,53,9219;379,50,54,17091;496,52,66,258098;
480,6,11,8534;34,8,20,679;504,10,15,26721;14,14,24,10062189;301,18,23,26930;180,18,22,20;245,22,33,59607;602,22,30,28773;715,24,26,2384;301,30,36,130;641,36,45,54636;819,42,52,1302;432,42,54,765;323,48,50,14956;263,54,60,596;300,60,72,15712;516,62,67,104740;152,66,74,995;485,68,78,2160;506,70,84,365420;
137,2,15,1027;359,2,9,19953267;399,4,11,48070;570,8,11,360;939,14,20,2547;73,18,27,630581;873,22,26,151086;283,22,34,13611510;232,22,31,494925;724,24,28,180;359,24,27,969;752,26,34,140;583,30,42,6110;157,30,35,82293;90,36,49,1062;571,36,50,42;441,40,43,559391;688,44,58,561744;51,50,63,5224;977,56,60,7620;
380,6,10,903;48,8,14,279;633,10,22,35028;726,14,26,5742864;136,20,36,181602;405,22,33,5;600,24,29,121491;78,26,39,43860;681,28,39,153;740,34,40,198066;410,34,40,87;565,40,48,577591;619,44,56,71421;356,50,61,568;375,56,60,3030;503,58,73,523704;33,58,71,175663;155,60,65,389940;617,64,72,756;731,68,82,69256;
981,2,7,230251;4,8,22,39;464,14,22,591651;9,14,24,30306;986,16,20,13922;406,22,30,1269;715,22,35,528;362,26,39,68782;549,32,36,19089;14,34,38,5526;465,36,46,9988;448,42,51,34590;426,48,57,146125;829,50,54,2352;296,52,60,138696;725,58,62,118622;837,64,68,2286;518,70,80,2868;8,72,77,1503;386,78,83,35637;
873,4,7,195;723,4,6,480;382,6,14,64926;914,8,21,9340;535,10,15,14570;284,14,19,339216;894,14,23,16173;541,14,23,7992;992,20,27,2007;980,24,34,14189;800,28,39,1642;600,34,43,186;821,38,52,921;33,42,45,1813;115,42,45,34070;695,44,50,3591;441,44,51,113015;809,46,51,2468;488,50,58,23790;60,50,61,29785;
125,2,11,6952;575,6,15,3270;319,6,13,4472;258,12,16,122416;505,16,29,4359363;263,18,28,50;274,18,30,10988;847,18,23,42812;942,18,30,45272;658,22,29,77427;606,22,34,836;112,28,33,51996;732,32,42,770;2,32,43,390678008;544,36,48,11283;79,38,42,47495;715,44,47,8040;888,50,60,8010;141,54,57,4404;624,60,74,1694;
46,4,17,8402;660,8,17,1539;974,10,14,1156;598,16,31,45657;719,20,29,198;451,24,27,534240;719,30,40,36800;405,30,35,32635;324,34,43,281880;707,36,39,40449;101,42,54,17050;428,48,62,1008;822,52,62,414;481,58,65,28431;741,62,72,381584;635,68,77,23009;36,72,78,5028;24,72,85,26275;354,76,90,28624;393,80,87,19155;
85,0,8,705;491,2,6,147608400;245,8,13,188595;281,8,14,11532;513,12,16,186;897,16,31,7314;526,18,23,872;723,20,32,89840;281,20,23,738;817,22,27,191695;808,28,31,1141;846,30,32,56350;259,30,40,3100;995,32,46,113470;321,34,47,5850;379,36,44,609;818,42,46,1351050;359,42,52,7413;550,48,57,1823920;386,50,53,17493;
38,6,18,501678;439,12,16,23652;620,12,26,400;589,18,31,10212;673,24,34,8421;89,30,34,597436;174,36,44,2457750;943,36,45,44517;306,40,47,36732;513,46,54,6414;407,48,57,136952;601,50,60,37251;473,52,62,2664;738,54,66,8532;740,60,72,731718;187,60,68,252;474,60,70,41754;31,62,70,3582;696,68,72,86070;436,74,87,5975;
767,2,6,92890;262,2,10,1971;826,6,10,3444;999,12,24,32;977,18,30,236855;727,24,32,610;941,30,41,288;776,32,35,115048;77,36,48,16464;720,38,50,5295;966,44,57,39267;473,48,52,576;428,52,54,258;870,52,56,4592;590,54,61,9738;288,58,70,1146;461,62,72,60728;60,68,72,4375;474,72,85,5130;66,76,81,12630;
59,6,11,389747;632,6,20,82205;232,6,13,51980;480,12,18,2920;644,16,28,337650;239,16,22,177292;434,22,35,722948;212,26,38,1236;576,28,34,3878;154,28,37,95961;681,32,40,2025;760,38,44,8;169,44,59,55184;166,50,57,4968;263,56,66,17410;620,56,68,1802;952,56,68,26580;200,56,66,114840;437,62,65,7572;774,62,70,6597;
933,0,7,1540;191,2,4,8088;752,2,12,1978;100,6,20,760;552,12,23,1196485;749,14,18,1850598;249,20,32,28670;33,24,32,9;382,24,29,297;870,26,33,16065;891,32,38,90;124,34,42,1792;733,36,44,399;221,36,47,4134;214,40,54,2710;235,44,50,10551;97,50,55,2827;560,52,60,657;296,58,67,49098;706,60,62,112;
177,6,23,733362;687,8,25,18347;565,8,17,1099;791,10,19,9482106;359,16,27,381;543,20,23,11;628,22,26,19514;778,24,30,38392;476,26,33,3804;172,28,32,1544608;987,28,38,3423762;461,32,42,6584;546,38,42,12935;128,44,51,2113979;948,48,63,416860;707,50,55,579;850,52,56,16696;58,56,66,8100;871,58,67,1580;568,58,70,4269;
146,6,10,14752;314,10,18,29032;355,10,20,581378;215,12,20,9114;682,18,21,588;281,24,33,1506;870,24,28,35;387,24,37,100;329,28,39,1164;347,28,33,27258;911,30,35,3472;613,30,44,88220;364,32,41,36120;801,32,35,1960;898,38,40,1017380;755,42,47,1875;581,42,50,489300;776,48,60,226;557,52,67,2211;236,52,66,4664;
475,2,13,701811;882,6,13,2646;683,8,12,115608;33,10,16,90;243,14,22,121325;698,18,27,3933;258,18,22,416;100,20,25,3506985;433,26,39,338466;982,30,41,450;287,36,52,908721;319,40,51,5750960;498,42,49,21375;971,46,53,19509;732,46,57,174447;794,46,53,18670;56,50,58,56;311,50,53,1822040;611,50,54,74466;175,50,57,7068;
686,0,11,115311;950,6,7,2819;519,8,13,25680;690,8,18,2733;752,8,24,7507;552,14,17,185;780,18,28,3705;360,22,35,31296;161,24,27,3672;417,30,34,942;51,34,42,2751;426,40,46,469;328,40,43,11310;576,46,52,1820;94,50,66,6525;699,56,61,2414346;182,60,62,22585;922,60,64,228640;589,66,73,24;374,66,81,3393;
705,6,11,64432;884,8,19,183784;474,12,19,53574;883,16,27,1672;766,22,29,795;626,22,31,2480;201,24,39,1300;965,28,33,10;75,28,43,910;831,34,39,78102;761,40,46,96296;567,42,51,2960;981,42,56,813813;917,46,54,758344;199,46,56,2050;735,52,64,612;859,52,54,857352;474,58,65,44184;153,58,63,684608;532,62,71,47103;
507,4,12,91650;394,10,21,288;347,12,23,2082;310,18,31,20510;350,20,24,18040;622,24,28,3425;589,28,33,39894;956,30,40,83570;47,30,32,32360;228,30,40,96216;795,30,40,3420;696,32,34,25560;579,32,39,20210;448,32,36,856020;185,32,35,182944;459,32,39,1530;106,32,48,31338;275,32,46,2408;375,38,41,135708;574,38,46,2440;
134,4,10,3756730;149,4,11,218028;123,10,24,2072;180,12,25,332;905,14,17,6312;852,20,26,9174;646,26,38,724;299,28,36,58152;636,30,35,653238;718,34,44,217980;810,38,47,2254430;267,44,54,21165;814,50,57,526952;192,52,60,1620;984,54,64,30;42,58,64,635;989,64,71,127440;476,66,78,1098;769,70,77,24688434;110,74,79,4170;
790,4,15,1040;574,6,9,3965;830,6,17,16893;315,12,24,348;307,14,21,39;114,18,30,12;866,20,23,30370;56,20,30,1085644;120,26,39,2069810;813,32,41,207;509,34,37,84;666,38,47,269360;261,40,45,1846856;642,42,46,3070;706,42,47,18494;507,48,61,135078;410,48,56,1080;904,48,57,2881;194,50,53,80770;206,50,62,584834;
55,6,16,68124;177,8,19,616;505,10,14,378;54,16,24,34035;554,18,26,1532;357,22,25,63644;992,22,26,66;461,24,28,1904;874,26,29,19444;281,32,35,34146;842,34,45,3940;544,40,47,18;947,40,44,3312;96,42,53,1740;377,44,52,1806;138,44,52,3283;723,50,59,2713190;643,52,63,56;339,54,64,21051;841,56,66,23220;
860,0,9,18632;678,0,4,38900;692,4,13,4056;705,4,10,7744;264,6,10,250660;218,8,13,35296;846,10,20,2937285;735,10,23,5468;608,14,27,3988;998,14,24,48300;595,14,27,378292;437,14,22,84102;171,14,27,23886;67,18,30,252344;59,20,32,137;321,22,25,407133;853,24,28,17619;813,26,33,132;34,26,33,650;825,30,45,10025;
702,4,14,43;840,4,14,6176;289,6,11,115808;863,12,23,55215;586,12,20,2188504;280,14,26,4428;423,14,20,89285;307,18,22,3294;439,22,30,9340;29,22,35,63;812,26,35,81030;302,26,29,3872;4,28,40,417;283,30,40,5110;916,32,41,1851;616,38,49,488704;260,42,52,11208;863,46,53,2973;7,50,54,63896;933,52,61,275730;
250,2,9,17200;752,2,7,970;319,2,5,213388;838,2,14,191844;45,4,14,378;496,4,8,11268;530,4,12,2960;112,6,15,117;649,12,17,40733;850,14,22,1232;291,18,22,14049;540,18,26,3008;48,22,32,81450;534,28,40,11030;912,28,39,259;166,30,42,596846;522,32,39,1295;43,38,50,31980;837,42,52,31572;833,44,50,98384;
979,6,20,4356;504,10,20,89820;547,14,22,8508;742,18,28,1287;845,22,24,909;981,22,31,27489;293,24,35,42;752,30,45,3130;811,34,46,156;342,40,45,1904;169,46,59,270144;842,52,57,5187;697,54,58,624;716,58,61,5397;858,64,75,905220;418,66,77,26880;129,66,69,34819;345,70,83,208;575,74,83,430;192,80,87,11259;
341,2,6,2832;974,4,13,3359;67,4,14,16228;758,6,11,10;226,10,22,15507;125,16,20,226996;655,16,29,1050;696,18,32,2810;334,18,34,15183;853,22,35,21679;995,22,33,161735;254,22,32,217830;884,24,30,669456;535,26,35,555726;79,28,31,27730;809,32,43,1572;517,34,38,903352;301,34,42,7090;634,34,42,76;566,34,45,198;
216,0,8,352;579,0,11,714600;6,2,7,10453;631,2,4,12558912;10,4,8,4919712;277,6,14,205144;369,8,20,13088;351,12,16,75920;502,12,24,944;933,16,19,2030;298,22,33,3390;503,22,29,1253488;528,22,35,882;47,22,34,790;429,26,29,2780;518,30,34,22680;30,34,40,1420;722,34,38,6776950;619,40,43,231;173,42,50,23886;
371,4,7,1064196;981,6,14,152264;5,8,19,2996;540,14,20,234;867,18,25,5152;736,18,29,1943;819,20,26,5229;67,26,30,72376;382,28,34,133956;252,30,41,2223;440,30,42,556;685,30,42,4470;631,36,43,14225;444,40,42,1366;838,42,49,108;257,44,47,468;338,46,53,14016;108,48,62,621526;665,52,62,48111;949,56,67,1507562;
854,0,13,5287120;144,2,12,126600;729,8,11,1250;973,14,29,24432;954,16,20,2435;851,20,23,178494;827,20,34,1280;115,20,26,20455;312,22,34,289736;829,24,35,5481;545,30,33,14544;521,32,37,7107;86,38,43,3240;50,42,46,77887;2,42,54,182240;557,46,56,8988;463,48,57,2381848;430,52,61,60948;375,56,60,96294;513,58,68,1484;
406,2,10,90;458,4,7,133740;624,4,8,10;666,6,12,513250;244,8,12,4399452;671,10,19,5826168;556,10,13,4400;866,10,15,8930;88,12,24,137448;279,12,16,5544;784,14,21,19089;535,14,19,137970;291,16,30,113604;963,18,32,1474;969,20,23,5193;311,22,27,2750;272,24,33,9681;430,26,29,18556;660,30,36,131262;210,32,39,553592;
430,2,10,1404;563,4,15,54;490,6,13,3802;497,8,12,19954;395,14,26,89418;180,20,22,8006;137,26,29,1174;495,30,35,16638;182,30,39,15;352,34,48,57832;154,34,44,33753;682,36,39,205443;363,38,50,48;754,44,49,62610;679,44,47,11750;120,50,58,41080;287,50,62,15391620;131,54,65,182;371,54,58,32976;628,54,66,377438;
252,4,10,25791;176,6,17,5400;109,10,18,80;730,16,29,754;551,20,23,10576;685,24,36,912;423,30,39,214032;290,30,41,152544;349,34,37,191980;829,38,42,5355;467,40,49,7803;715,46,56,60;236,46,57,18168;24,48,63,376805;597,50,54,2223;864,50,58,9544;282,50,58,2114;591,54,66,164;396,58,70,5463;928,62,75,9;
139,6,11,3230;572,12,20,210660;675,16,28,124191;578,16,24,152754;609,20,23,9330;344,20,29,35;141,22,24,48600212;706,26,35,348642;407,32,45,82664;865,34,43,3036;879,38,46,12090;848,42,54,596;267,42,52,67467;685,48,54,220392;578,52,60,30066;167,56,59,784;903,58,63,65168;983,58,64,1519;128,60,65,13069;854,62,72,243280;
594,4,17,15838;270,6,16,221996;107,8,16,34182;558,8,18,69064;440,10,22,588;314,12,26,2968;383,16,26,94350;97,16,25,494;955,18,22,4375;897,20,31,8730;818,26,33,1113030;909,32,40,7857;801,32,35,66090;390,36,42,525;435,42,52,46606;93,44,48,160;614,50,59,28776;987,50,60,23346;752,50,54,3582;120,54,56,34830;
95,2,15,2799;89,6,18,1448;315,10,14,43164;614,12,20,552;994,16,24,1890393;19,22,31,1935;830,26,37,9423;883,26,30,3121824;466,32,39,2907;738,38,43,19674;412,38,41,3216;882,44,51,37665;311,50,63,880;95,54,58,9765;277,58,66,5316;119,62,75,73250;712,64,78,399;306,64,67,900;462,68,76,4083;978,68,73,1938741;
668,2,6,5832;796,6,20,24462;653,6,17,5076;473,12,25,1328;461,14,25,239400;233,16,26,53745;931,20,30,348684;186,24,29,99510;760,24,32,92440;417,24,33,262290;813,28,32,36228;673,30,39,267071;690,34,41,49674;525,36,44,6620;658,36,40,36295;70,42,46,10722;29,42,46,189;849,46,53,39564;332,52,55,26346;754,56,61,810900;
734,2,15,24545;30,6,11,444;985,12,16,951826;191,12,20,475182;422,14,21,2640;427,14,21,11190;702,20,29,105893;593,24,28,196;76,26,32,11628;597,30,33,3684;457,34,39,640;928,38,50,31734;167,40,49,196192;432,44,50,191367;226,46,55,201;992,50,62,4965;231,54,65,2484;878,54,57,135450;73,58,66,3507;923,62,68,492552;
848,4,19,45852;885,8,12,11168;5,10,21,647;10,14,23,16499;205,16,30,19376;1,20,24,4720;986,26,31,4317;561,28,42,14895;136,32,41,2295;532,36,40,57064;146,40,52,632;310,40,52,38192;20,46,55,68873;925,50,57,21282;293,54,62,684;171,56,65,10278;578,60,63,2313996;379,64,67,111;247,68,71,44795;942,68,77,1800;
684,0,9,981;585,0,5,19222;169,6,10,280;586,6,13,664;24,12,27,14305;722,16,22,11155530;268,20,23,138408;22,26,29,33921;356,28,41,24764;977,34,39,31690;717,38,47,14;178,40,43,5768;895,42,46,20880;741,42,54,81184;446,42,51,949260;515,48,60,1463604;967,50,58,717570;452,50,64,26348;98,56,64,80;985,60,67,390;
981,4,16,58107;528,6,13,59229;38,6,11,1953;804,10,15,11112134;163,12,21,67926;20,18,28,3983;815,22,27,29540;761,24,37,27712;365,28,33,9076;664,28,32,52;492,30,40,176885;207,30,46,15072;65,30,42,205051;428,32,41,666543;391,38,49,10460;821,38,48,1251;226,40,46,27753;241,42,48,1108530;554,42,51,1904;326,46,53,2177082;
324,6,21,25110;642,6,15,437436;146,12,16,497616;398,16,27,222354;275,18,23,43728;979,24,35,32248;216,26,38,11920;531,30,34,67389;348,36,39,3354582;235,40,48,183;120,40,42,129620;345,46,53,5336;787,52,65,47964;987,54,63,2538;775,56,63,201168;331,62,69,74056;920,68,72,7036;900,74,85,1710;519,74,82,131120;145,74,77,20552;
869,4,14,4200;274,4,8,1488328;761,10,19,3855520;260,10,18,668;852,10,14,15354;575,10,23,130;949,12,24,9198;95,14,28,113238;33,18,26,52814;28,24,33,424;903,28,32,2586;835,28,34,708;834,28,37,6288;469,34,37,4;402,34,41,900;910,36,43,4722;999,40,44,668;51,40,45,26;370,44,55,27296;934,44,56,2562;
359,0,2,185139;703,2,14,52472;149,4,12,105264;820,10,23,241173;709,16,24,223335;624,16,22,55025;368,18,22,440;784,20,24,21252;43,26,38,26496;732,30,41,245;280,34,43,5514;940,40,50,193880;985,40,53,3477828;121,40,51,9360;951,46,57,15570;181,46,50,142000;391,48,55,1592;872,50,55,552272;69,50,60,2168;785,54,57,27366;
438,4,16,75078;327,10,23,474510;515,10,18,14589;152,12,23,25360;974,16,20,10163;735,16,21,192;908,16,21,430;746,16,30,526448;545,22,31,15338084;651,22,33,3345;964,28,33,12440;508,34,47,99456;3,38,48,80464;750,38,47,2625;820,42,51,282060;640,44,49,155484;442,46,49,32176;974,52,62,2334;263,56,68,9460;420,62,76,9881;
123,2,8,1184778;864,6,17,21612584;924,8,19,10287;455,8,17,1266;929,12,16,3211896;148,14,17,750;653,20,23,18534;359,26,34,360609;463,26,31,760;893,30,36,2995;78,34,42,2600;500,34,39,229965;814,34,45,7928;866,34,37,54;88,40,52,13599;299,40,52,5680;485,46,57,9912;779,50,56,54268;778,50,64,904;157,50,59,8829;
68,0,12,272780;123,2,6,130417;308,6,14,478356;978,6,11,19355;6,10,21,23;316,14,22,2632;836,16,19,6552;996,16,25,10;290,22,27,3346;532,28,36,583730;858,30,35,189675;229,34,46,52320;22,38,50,9324;75,40,50,119940;791,40,49,48240;226,44,57,15540;804,48,60,21152;936,52,55,33;475,52,60,1683;867,56,63,21604;
805,4,10,790;54,6,14,5700;823,6,16,1170;444,8,18,25480;790,12,23,1632;452,14,26,41492;801,16,27,8700;92,16,21,113144;140,16,28,7362;724,18,23,91005;183,22,27,80800;989,22,30,6;120,22,33,13270;673,28,33,58016;931,34,41,6860;31,40,43,44271;223,46,54,927;193,50,58,26700;465,54,67,8548;573,58,73,66790;
64,4,6,741354;130,4,17,3891;85,10,21,15815;352,16,23,23784;435,18,22,2392327;268,18,25,22828;425,24,37,5115;362,26,34,598262;571,30,37,3381;474,32,45,594;158,34,42,359256;991,36,49,31680;503,42,51,218904;678,44,53,181130;574,50,58,1780;253,50,61,435570;514,52,66,12205192;577,54,62,8046;362,60,72,855407;321,62,73,55422;
178,6,19,420;358,6,10,396;625,10,20,722288;1000,14,17,22605804;430,20,32,17988;553,22,29,32610;50,22,26,142712;870,28,32,80787;626,28,41,48760;656,28,39,73552;573,30,37,866960;2,30,35,51976;921,32,46,20778;828,34,46,25716;315,38,43,3528;582,44,54,5257;493,44,47,2851;959,44,60,39978;434,46,56,580088;110,46,52,6370;
274,0,4,80368;428,2,6,330138;686,8,15,21;708,10,14,8215;703,12,23,36;292,18,31,212968;738,24,28,657;305,26,31,580;694,32,39,1390480;483,38,45,43410;306,40,47,12228;187,44,49,546;11,44,55,261;21,48,52,17678;939,52,64,17423181;891,56,67,20646;278,60,74,1490;454,62,69,4902;729,68,75,278510;517,68,72,1623896;
705,4,11,520808;828,6,15,2564;383,10,24,30805;66,14,23,364140;395,14,23,6267;450,18,31,240888;574,22,30,12855;613,26,36,300510;459,32,34,7270;989,38,49,137500;272,40,44,77462;346,44,49,910;573,44,53,1180;281,48,60,23704554;452,48,59,6;762,54,59,745;910,54,60,57612;26,56,69,152166;658,56,60,6748;463,56,67,72;
72,0,5,86550;724,4,17,3798355;263,6,13,72;236,10,18,216;818,16,21,38040;46,20,33,85648;410,20,24,12204;809,24,27,12532;824,28,36,792;850,30,41,784;104,30,40,2390;382,36,45,8469;267,38,42,1290;213,38,42,3036;838,40,45,12324;894,42,46,1884;308,46,51,725718;164,48,55,20;549,54,58,15687;793,60,70,1350;
33,6,20,6483;573,10,20,1094780;156,10,16,7235;314,12,23,2017664;217,16,20,504;73,20,24,238;229,20,28,15760;650,26,35,43872;144,26,33,1630;415,30,41,9184;860,36,44,392;35,42,52,9033;379,46,56,16080;317,48,52,24549;375,54,62,46008;906,54,64,2016;400,58,66,5912;684,62,75,108;769,64,67,260760;169,64,68,150968;
797,6,11,221979;982,8,23,9045;86,12,25,2259;555,16,19,12288;927,18,25,5836;903,22,34,286;871,26,39,7394;223,26,30,44550;656,26,36,132;707,28,37,99138;325,28,34,180594;12,34,38,11930;867,40,47,7684;860,44,50,6696;115,46,53,855;810,52,56,73490;81,54,61,728;414,58,69,799016;942,62,75,88;715,66,75,1223388;
678,2,7,38160;165,6,9,275508;35,10,18,4629;955,10,18,476;791,12,16,677928;971,18,29,3169677;468,22,27,22108496;241,26,35,177500;839,28,42,255;824,30,46,14650;312,34,43,186984;533,36,49,2811;763,42,49,7943031;671,48,52,46936;248,50,54,2728;295,54,59,209888;809,58,62,21872;3,62,67,31624;327,66,77,285;117,70,84,2640;
477,0,4,3882446;355,2,4,596988;391,4,8,7656;716,10,18,8673;364,12,23,10932;684,16,32,483327;617,16,20,28944;934,18,21,272332;746,18,22,525600;117,22,25,149444;926,26,30,465474;626,26,37,465856;739,32,42,948;729,38,51,172650;705,38,42,968;692,44,53,9798;291,48,59,1743;16,54,70,51592;444,54,61,24342;309,60,68,462;
361,4,13,13365;26,10,18,158641;715,16,27,83764;813,20,32,102756;256,22,35,3900;178,26,34,3974;892,30,38,804;326,32,36,462;45,36,45,82047;469,42,50,330;625,46,53,15953;627,46,55,133592;856,52,56,243216;983,54,59,116634;532,60,73,54334;529,66,72,1485;806,66,81,1819079;282,66,70,2835;759,70,80,68124;50,76,78,158939;
946,6,11,1116;755,12,15,105687;957,18,27,15536;129,24,32,85387;348,26,32,3396;56,28,40,1060492;119,34,37,405;553,34,47,13020;432,38,45,169416;777,42,53,48;873,48,61,540;781,48,60,69762;880,48,52,255;534,54,64,4790;133,58,70,30848;319,62,65,2176;966,64,70,17667;924,66,80,124173;856,66,78,14418;115,70,83,99460;
578,2,5,114660;219,2,6,3045;106,4,11,451521;379,10,20,9288;18,16,28,1725168;778,18,28,5712;867,20,24,252;455,26,35,11404;300,30,39,25408;409,32,36,838;361,34,46,108;378,40,48,1736;250,44,56,1096;949,44,53,45906;683,50,57,598272;785,50,62,9804;891,52,63,142308;821,52,57,72351;202,52,58,64;204,56,64,395595;
857,0,7,282100;830,2,16,5078961;199,4,8,1280;444,8,14,12;524,8,13,1742052;437,10,15,11835;226,16,25,585;519,22,27,140;479,24,31,1504;313,24,29,4018;834,24,31,540;730,28,42,54643;712,32,42,10486;612,34,37,6894;382,36,47,93474;441,36,46,28814618;740,36,44,528;292,38,41,18248;723,38,41,17062410;111,44,57,254772;
841,0,4,5792364;204,2,5,16668;586,4,18,214464;957,10,18,33916;389,10,13,4484774;474,14,25,2856;243,18,29,1000;99,18,27,53712;197,20,34,828;643,20,29,231;653,22,27,3697944;620,24,31,81258;287,26,40,1060686;784,28,39,61985;101,28,31,327250;217,34,44,40740;508,38,46,55776;310,38,54,18025;465,40,51,312;371,40,55,178110;
426,0,12,277914;549,4,17,27720;513,10,21,233370;548,12,20,774;786,12,21,32720;982,16,20,260;305,16,24,43750;85,16,22,5890;939,20,30,2421;231,20,23,477;525,24,32,3998;904,26,37,1667;396,28,34,29943;219,28,39,91987;964,30,39,523990;856,32,36,2195370;21,38,46,21472;320,44,45,71160;665,46,60,57974;336,46,57,2760;
364,4,16,7296;484,10,20,5488;453,16,26,222385;931,18,22,2874;654,24,33,2096;547,28,31,376;114,32,36,5314;959,34,43,34246;679,36,46,13650;465,38,50,808;445,38,50,5796;252,40,43,23964;411,42,53,960;506,48,56,1990;456,54,58,5;486,60,67,28147;588,60,68,12700;698,62,66,18927;218,66,73,338424;718,72,79,72972;
